                  epoch,           train/box_om,           train/cls_om,           train/dfl_om,           train/box_oo,           train/cls_oo,           train/dfl_oo,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),             val/box_om,             val/cls_om,             val/dfl_om,             val/box_oo,             val/cls_oo,             val/dfl_oo,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     30,                0.98438,                0.82586,                 1.0823,                  1.089,                0.98709,                 1.0913,                0.41579,                0.44901,                0.34643,                0.18523,                 1.1065,                 2.3936,                 1.1557,                 1.1229,                 2.4834,                 1.1339,             0.00090569,             0.00090569,             0.00090569
                     31,                0.97845,                0.81647,                  1.075,                 1.0804,                0.97407,                 1.0853,                0.42313,                0.44947,                0.33842,                0.17587,                 1.1444,                 2.2977,                 1.1858,                 1.1609,                 2.3853,                 1.1613,             0.00089835,             0.00089835,             0.00089835
                     32,                0.97906,                0.80073,                 1.0752,                 1.0811,                0.95562,                 1.0877,                0.41861,                0.43267,                0.32124,                0.17162,                 1.1541,                 2.4042,                 1.1807,                 1.1648,                 2.5264,                 1.1617,             0.00089102,             0.00089102,             0.00089102
                     33,                0.98142,                0.80831,                 1.0777,                 1.0841,                0.95615,                 1.0887,                0.40964,                0.42811,                0.31944,                0.17431,                 1.1241,                 2.4532,                 1.1827,                 1.1409,                 2.5448,                 1.1565,             0.00088369,             0.00088369,             0.00088369
                     34,                0.97265,                0.79882,                 1.0747,                 1.0777,                0.94815,                 1.0861,                0.42262,                0.41594,                0.32818,                0.17415,                 1.1616,                 2.4563,                  1.182,                  1.179,                 2.5291,                 1.1579,             0.00087636,             0.00087636,             0.00087636
                     35,                0.97203,                0.79788,                 1.0775,                 1.0756,                0.94693,                 1.0896,                0.40612,                0.43501,                0.33663,                0.18317,                 1.1282,                 2.3385,                 1.1681,                 1.1427,                 2.4043,                 1.1539,             0.00086902,             0.00086902,             0.00086902
                     36,                0.96245,                0.78051,                 1.0663,                 1.0711,                0.93042,                 1.0833,                0.43741,                0.45073,                0.35396,                0.19047,                  1.099,                 2.1922,                 1.1428,                 1.1249,                  2.279,                 1.1316,             0.00086169,             0.00086169,             0.00086169
                     37,                0.96587,                0.78735,                 1.0708,                 1.0734,                0.92882,                 1.0863,                 0.4007,                 0.4597,                0.33129,                0.17522,                 1.1486,                 2.4398,                 1.1842,                 1.1661,                 2.5167,                 1.1625,             0.00085436,             0.00085436,             0.00085436
                     38,                0.95761,                0.77851,                 1.0607,                 1.0605,                0.91327,                 1.0756,                0.42906,                 0.4541,                0.34143,                 0.1795,                 1.1114,                 2.5058,                 1.1736,                  1.127,                 2.5689,                 1.1466,             0.00084703,             0.00084703,             0.00084703
                     39,                0.95986,                0.77166,                 1.0603,                 1.0637,                0.91002,                  1.074,                0.45368,                0.44631,                0.36922,                0.19578,                 1.1334,                 2.3807,                 1.1839,                 1.1379,                 2.4781,                 1.1538,             0.00083969,             0.00083969,             0.00083969
                     40,                0.95584,                0.76943,                 1.0615,                 1.0628,                0.90435,                 1.0762,                0.39706,                0.42848,                0.32457,                0.17505,                 1.1369,                 2.3864,                 1.1877,                 1.1526,                 2.4482,                 1.1664,             0.00083236,             0.00083236,             0.00083236
                     41,                0.95794,                0.76752,                 1.0615,                 1.0624,                0.90065,                 1.0736,                0.41199,                0.42128,                0.33426,                0.18162,                  1.134,                 2.3065,                 1.1732,                 1.1606,                 2.3944,                 1.1595,             0.00082503,             0.00082503,             0.00082503
                     42,                0.94799,                0.76274,                 1.0596,                 1.0543,                0.90216,                 1.0744,                0.41737,                0.44157,                0.32313,                  0.171,                 1.1574,                 2.4835,                 1.1892,                 1.1811,                 2.5248,                 1.1713,              0.0008177,              0.0008177,              0.0008177
                     43,                0.93699,                 0.7393,                 1.0519,                 1.0428,                0.86233,                 1.0666,                0.40749,                0.45068,                0.33419,                0.17723,                 1.1133,                 2.4773,                 1.1892,                 1.1363,                 2.5894,                 1.1649,             0.00081036,             0.00081036,             0.00081036
                     44,                0.95532,                0.76467,                  1.062,                  1.064,                0.90958,                 1.0748,                0.41283,                0.46403,                 0.3525,                0.18613,                  1.133,                 2.3808,                 1.1755,                 1.1428,                 2.4492,                 1.1522,             0.00080303,             0.00080303,             0.00080303
                     45,                0.94467,                0.74924,                 1.0545,                 1.0551,                0.88517,                 1.0689,                0.43896,                0.44349,                0.35117,                0.18831,                 1.1485,                 2.3614,                 1.1921,                 1.1546,                 2.4119,                 1.1626,              0.0007957,              0.0007957,              0.0007957
                     46,                0.95037,                0.74557,                  1.059,                 1.0573,                0.87663,                 1.0735,                0.44233,                 0.4476,                0.34799,                0.18321,                 1.1523,                 2.4305,                 1.1945,                 1.1737,                 2.4933,                 1.1673,             0.00078837,             0.00078837,             0.00078837
                     47,                0.94265,                0.73591,                 1.0536,                 1.0478,                0.85872,                 1.0663,                0.41917,                0.45281,                0.34785,                0.18324,                 1.1532,                 2.4547,                 1.1921,                 1.1602,                 2.5076,                 1.1617,             0.00078103,             0.00078103,             0.00078103
                     48,                 0.9372,                0.73313,                 1.0499,                  1.047,                0.85787,                 1.0665,                0.44425,                0.43832,                0.34447,                 0.1859,                 1.1413,                  2.321,                 1.1937,                   1.15,                 2.4112,                 1.1666,              0.0007737,              0.0007737,              0.0007737
                     49,                0.93086,                 0.7232,                 1.0448,                 1.0393,                0.84572,                   1.06,                0.45627,                0.46818,                0.37448,                0.19939,                 1.1212,                  2.445,                 1.1697,                 1.1311,                  2.515,                 1.1397,             0.00076637,             0.00076637,             0.00076637
                     50,                0.93164,                0.72105,                 1.0489,                 1.0382,                0.83584,                 1.0636,                0.42302,                0.44858,                0.34404,                0.18378,                 1.1105,                 2.3415,                 1.1656,                 1.1368,                 2.4247,                 1.1439,             0.00075904,             0.00075904,             0.00075904
                     51,                  0.933,                0.72315,                 1.0526,                 1.0436,                0.85013,                 1.0692,                0.40727,                0.46173,                0.35384,                 0.1927,                 1.1138,                 2.5059,                 1.1813,                 1.1274,                 2.5573,                 1.1565,              0.0007517,              0.0007517,              0.0007517
                     52,                0.93121,                0.72534,                 1.0485,                 1.0356,                0.84621,                 1.0617,                0.44656,                0.44764,                0.35918,                0.19285,                 1.1246,                 2.4658,                 1.1708,                 1.1411,                 2.5317,                   1.15,             0.00074437,             0.00074437,             0.00074437
                     53,                 0.9297,                0.72098,                 1.0485,                 1.0362,                0.84356,                 1.0652,                0.41289,                0.47004,                0.35017,                0.19228,                 1.1068,                 2.3971,                 1.1619,                  1.127,                 2.4848,                 1.1439,             0.00073704,             0.00073704,             0.00073704
                     54,                0.92926,                0.71248,                 1.0452,                  1.042,                0.83516,                 1.0645,                0.43557,                0.45497,                0.34712,                0.18402,                 1.1225,                 2.5301,                 1.1747,                  1.145,                 2.6008,                 1.1553,              0.0007297,              0.0007297,              0.0007297
                     55,                0.92659,                0.70791,                 1.0413,                 1.0366,                0.83004,                 1.0566,                0.44252,                0.45177,                0.36257,                0.19549,                 1.1251,                 2.3321,                 1.1662,                 1.1455,                 2.3668,                 1.1496,             0.00072237,             0.00072237,             0.00072237
                     56,                0.91632,                0.69788,                 1.0377,                 1.0242,                0.81283,                 1.0532,                0.44945,                0.44125,                0.35473,                0.18916,                 1.1453,                  2.503,                 1.1985,                 1.1504,                 2.5313,                 1.1713,             0.00071504,             0.00071504,             0.00071504
                     57,                0.92409,                0.70773,                 1.0465,                 1.0314,                0.82269,                 1.0624,                 0.4087,                0.46086,                 0.3282,                0.17511,                 1.1256,                 2.6419,                 1.2048,                 1.1385,                 2.7154,                 1.1746,             0.00070771,             0.00070771,             0.00070771
                     58,                0.91486,                0.69325,                 1.0377,                 1.0238,                0.80451,                  1.055,                0.43513,                0.44106,                0.35446,                0.19147,                 1.1364,                 2.5977,                 1.2047,                 1.1429,                 2.6485,                 1.1709,             0.00070037,             0.00070037,             0.00070037
                     59,                 0.9114,                0.68713,                 1.0373,                   1.02,                0.79947,                 1.0543,                0.42419,                0.46292,                0.35286,                0.19283,                 1.1391,                 2.5926,                 1.2002,                 1.1557,                 2.6715,                 1.1718,             0.00069304,             0.00069304,             0.00069304
                     60,                0.91946,                0.68699,                  1.038,                 1.0276,                0.79735,                  1.054,                0.43965,                0.46244,                0.35877,                0.19629,                 1.1174,                 2.4916,                 1.1805,                 1.1422,                 2.5669,                 1.1577,             0.00068571,             0.00068571,             0.00068571
                     61,                0.90579,                0.68313,                 1.0339,                  1.011,                0.78628,                 1.0516,                0.43538,                0.44431,                0.36276,                0.19864,                 1.1206,                 2.5229,                 1.1787,                 1.1326,                 2.5748,                 1.1516,             0.00067838,             0.00067838,             0.00067838
                     62,                0.91163,                0.68016,                  1.035,                 1.0184,                0.78853,                 1.0517,                0.46912,                0.45331,                0.38368,                0.21105,                 1.1049,                 2.2783,                 1.1631,                 1.1366,                 2.3385,                 1.1479,             0.00067104,             0.00067104,             0.00067104
                     63,                0.90488,                0.67666,                  1.031,                 1.0153,                0.78354,                 1.0491,                 0.4413,                0.45127,                0.35924,                 0.1971,                  1.117,                 2.4222,                 1.1764,                 1.1409,                 2.5175,                 1.1579,             0.00066371,             0.00066371,             0.00066371
                     64,                0.91081,                0.67948,                 1.0364,                 1.0205,                0.78922,                 1.0556,                0.43436,                0.48197,                0.36741,                0.19868,                  1.122,                  2.512,                 1.1882,                 1.1384,                 2.5856,                 1.1611,             0.00065638,             0.00065638,             0.00065638
                     65,                0.89659,                0.66077,                 1.0292,                 1.0033,                0.76035,                 1.0471,                0.46514,                0.43323,                0.35728,                0.19441,                 1.1367,                 2.2652,                 1.1768,                 1.1541,                 2.3666,                 1.1613,             0.00064905,             0.00064905,             0.00064905
                     66,                0.89559,                0.65823,                 1.0258,                 1.0049,                0.75682,                 1.0435,                0.45438,                0.44647,                0.34167,                0.18175,                  1.166,                 2.6312,                 1.1971,                 1.1835,                 2.6755,                 1.1734,             0.00064171,             0.00064171,             0.00064171
                     67,                0.89574,                0.66341,                 1.0274,                 1.0074,                0.77139,                 1.0478,                0.44919,                0.47514,                0.37394,                0.20162,                   1.13,                 2.4952,                 1.1816,                 1.1414,                 2.5781,                 1.1552,             0.00063438,             0.00063438,             0.00063438
                     68,                0.89524,                0.66157,                 1.0289,                  1.003,                0.76313,                 1.0468,                0.45507,                0.45511,                0.36568,                0.19768,                 1.1191,                 2.4174,                 1.1651,                 1.1317,                 2.5218,                 1.1449,             0.00062705,             0.00062705,             0.00062705
                     69,                0.89635,                0.65221,                 1.0256,                 1.0038,                0.74825,                 1.0446,                 0.4417,                0.49765,                0.38146,                 0.2064,                 1.1115,                 2.5118,                 1.1786,                 1.1241,                 2.5727,                 1.1527,             0.00061972,             0.00061972,             0.00061972
                     70,                0.90102,                0.65828,                 1.0306,                 1.0103,                0.76125,                 1.0525,                0.45321,                0.46376,                0.37636,                0.20166,                 1.1379,                 2.4701,                 1.1796,                 1.1522,                 2.5526,                 1.1622,             0.00061238,             0.00061238,             0.00061238
                     71,                0.88961,                 0.6452,                 1.0245,                0.99402,                0.73405,                 1.0422,                0.43366,                0.44889,                0.34936,                0.19158,                 1.1175,                 2.5974,                 1.1831,                   1.13,                 2.6483,                 1.1593,             0.00060505,             0.00060505,             0.00060505
                     72,                0.88429,                0.64462,                 1.0188,                0.99525,                0.74245,                  1.036,                0.45423,                0.47202,                0.38108,                 0.2079,                  1.117,                 2.4316,                 1.1758,                  1.135,                 2.4823,                 1.1629,             0.00059772,             0.00059772,             0.00059772
                     73,                0.88899,                0.64587,                 1.0239,                0.99916,                 0.7446,                 1.0426,                0.43124,                0.46365,                0.35311,                0.19058,                 1.1417,                 2.7197,                 1.2158,                 1.1468,                 2.7513,                 1.1798,             0.00059039,             0.00059039,             0.00059039
                     74,                0.88574,                 0.6379,                 1.0185,                0.99206,                0.73503,                 1.0359,                0.42153,                0.47602,                0.36603,                0.19779,                 1.1275,                 2.4959,                 1.1797,                 1.1465,                 2.5686,                 1.1569,             0.00058305,             0.00058305,             0.00058305
                     75,                0.88299,                0.63931,                 1.0176,                0.99286,                0.73591,                 1.0361,                 0.4485,                0.46525,                0.36122,                0.19763,                 1.1268,                 2.5463,                 1.1882,                 1.1371,                 2.5787,                 1.1638,             0.00057572,             0.00057572,             0.00057572
                     76,                0.88552,                0.64022,                 1.0234,                0.99503,                0.74118,                 1.0444,                0.47741,                 0.4408,                 0.3671,                0.20229,                  1.117,                 2.3971,                 1.1731,                 1.1395,                 2.4711,                 1.1564,             0.00056839,             0.00056839,             0.00056839
                     77,                0.88884,                0.64238,                 1.0212,                 0.9979,                 0.7387,                 1.0408,                0.44297,                0.45531,                0.35572,                0.19725,                 1.1196,                 2.5501,                 1.1853,                  1.137,                 2.5587,                 1.1622,             0.00056105,             0.00056105,             0.00056105
                     78,                0.87158,                0.62673,                 1.0126,                0.97931,                0.71888,                 1.0324,                0.45584,                0.45933,                0.36795,                0.20582,                 1.1373,                 2.5347,                 1.1968,                 1.1473,                 2.6008,                 1.1632,             0.00055372,             0.00055372,             0.00055372
                     79,                0.88575,                0.63197,                 1.0181,                0.99279,                0.72106,                 1.0368,                0.45603,                0.47696,                0.37202,                0.20103,                 1.1238,                 2.5956,                 1.1799,                 1.1349,                 2.6254,                 1.1498,             0.00054639,             0.00054639,             0.00054639
                     80,                0.87464,                0.62562,                 1.0127,                0.98513,                0.71766,                 1.0324,                0.43272,                0.47316,                0.36108,                0.19608,                 1.1511,                 2.4842,                 1.1859,                 1.1673,                 2.5351,                 1.1641,             0.00053906,             0.00053906,             0.00053906
                     81,                0.86903,                0.61463,                 1.0094,                0.97615,                0.70685,                 1.0288,                0.43485,                  0.467,                0.35188,                0.19215,                 1.1456,                 2.6086,                 1.2091,                 1.1495,                 2.6721,                 1.1766,             0.00053172,             0.00053172,             0.00053172
                     82,                0.87661,                0.62403,                 1.0134,                0.98202,                0.71513,                 1.0321,                0.45963,                0.46612,                0.36791,                0.19831,                 1.1532,                 2.5182,                 1.1959,                 1.1689,                 2.6214,                 1.1707,             0.00052439,             0.00052439,             0.00052439
                     83,                0.87491,                0.61583,                 1.0153,                0.98289,                0.70022,                 1.0328,                0.46525,                0.47392,                0.37889,                0.20728,                  1.125,                 2.4934,                 1.1768,                 1.1451,                 2.5853,                 1.1561,             0.00051706,             0.00051706,             0.00051706
                     84,                 0.8728,                0.61586,                 1.0134,                0.97881,                 0.7037,                 1.0331,                0.45464,                 0.4548,                0.35755,                0.19294,                  1.145,                 2.6245,                 1.1846,                 1.1645,                 2.6846,                 1.1641,             0.00050973,             0.00050973,             0.00050973
                     85,                0.86425,                 0.6118,                 1.0114,                0.96882,                0.69323,                 1.0296,                 0.4398,                0.46701,                0.36128,                0.19513,                 1.1267,                 2.5402,                 1.1826,                 1.1434,                 2.6192,                 1.1629,             0.00050239,             0.00050239,             0.00050239
                     86,                0.87182,                 0.6102,                 1.0123,                0.97883,                0.69871,                 1.0327,                0.44731,                0.46643,                0.35651,                0.18879,                 1.1512,                 2.6342,                 1.1928,                 1.1597,                 2.7271,                 1.1712,             0.00049506,             0.00049506,             0.00049506
                     87,                0.86591,                0.60722,                 1.0107,                 0.9749,                0.69647,                 1.0329,                0.42302,                0.46575,                0.34213,                0.18438,                 1.1403,                  2.624,                  1.203,                  1.154,                 2.7308,                 1.1828,             0.00048773,             0.00048773,             0.00048773
                     88,                0.86595,                0.60319,                 1.0109,                0.97438,                 0.6865,                 1.0317,                0.43634,                0.46765,                0.35992,                0.19489,                 1.1434,                 2.6202,                 1.2096,                 1.1514,                 2.7315,                 1.1795,              0.0004804,              0.0004804,              0.0004804
                     89,                0.85666,                0.59823,                 1.0056,                 0.9664,                0.67888,                  1.025,                0.45367,                0.44823,                0.35248,                0.18858,                 1.1517,                 2.6592,                 1.2017,                 1.1558,                 2.7682,                 1.1717,             0.00047306,             0.00047306,             0.00047306
                     90,                0.86744,                0.60073,                 1.0088,                0.97806,                0.68926,                 1.0289,                0.45466,                 0.4461,                0.35799,                0.19135,                 1.1582,                 2.6175,                 1.2118,                 1.1625,                 2.7159,                 1.1721,             0.00046573,             0.00046573,             0.00046573
                     91,                0.85543,                0.59522,                 1.0029,                0.96246,                0.67659,                 1.0219,                0.45409,                 0.4722,                0.36842,                0.19734,                  1.172,                 2.6161,                 1.2125,                 1.1788,                 2.7149,                   1.18,              0.0004584,              0.0004584,              0.0004584
                     92,                0.84853,                0.58949,                0.99721,                0.95772,                0.67006,                  1.017,                0.49407,                0.43543,                0.38228,                0.21045,                 1.1399,                 2.5621,                 1.1978,                  1.151,                 2.6315,                 1.1663,             0.00045107,             0.00045107,             0.00045107
                     93,                0.86107,                0.60003,                 1.0056,                0.97076,                 0.6863,                 1.0268,                0.44338,                0.47455,                0.36002,                0.19227,                  1.164,                 2.7356,                 1.2126,                 1.1753,                 2.8058,                 1.1829,             0.00044373,             0.00044373,             0.00044373
                     94,                0.85512,                 0.5949,                 1.0004,                0.96609,                0.67997,                 1.0208,                0.46077,                0.47241,                0.37518,                0.20001,                 1.1413,                 2.7133,                 1.1941,                 1.1528,                 2.7502,                 1.1747,              0.0004364,              0.0004364,              0.0004364
                     95,                0.85647,                0.58812,                 1.0028,                0.96263,                0.66925,                 1.0232,                 0.4251,                0.48714,                0.36451,                0.19732,                 1.1574,                 2.6904,                 1.2103,                 1.1655,                 2.7671,                 1.1818,             0.00042907,             0.00042907,             0.00042907
                     96,                0.85131,                0.58563,                 0.9993,                0.95725,                0.66662,                 1.0207,                0.44098,                0.48865,                0.37603,                0.20011,                 1.1598,                 2.6697,                 1.2218,                  1.165,                 2.7384,                 1.1883,             0.00042174,             0.00042174,             0.00042174
                     97,                0.84737,                0.57976,                 1.0018,                0.95365,                0.65578,                  1.021,                0.44381,                0.47059,                 0.3661,                0.20029,                 1.1544,                 2.5561,                 1.2018,                 1.1642,                 2.6419,                  1.178,              0.0004144,              0.0004144,              0.0004144
                     98,                0.84476,                0.57826,                0.99812,                0.94947,                0.65774,                 1.0189,                0.45052,                0.47322,                0.36882,                0.20021,                 1.1575,                 2.6796,                 1.2143,                 1.1612,                 2.7713,                 1.1842,             0.00040707,             0.00040707,             0.00040707
                     99,                0.84503,                  0.576,                0.99587,                0.95271,                 0.6495,                 1.0161,                0.45668,                0.46373,                0.36863,                0.19908,                 1.1559,                 2.5594,                 1.2013,                 1.1655,                 2.6369,                 1.1758,             0.00039974,             0.00039974,             0.00039974
                    100,                0.84459,                0.57032,                0.99471,                0.94853,                0.64365,                 1.0138,                 0.4495,                0.47051,                0.35895,                 0.1955,                 1.1477,                 2.6341,                    1.2,                 1.1648,                 2.7147,                 1.1773,             0.00039241,             0.00039241,             0.00039241
                    101,                0.83658,                0.56536,                 0.9922,                0.93926,                0.63587,                  1.012,                0.45423,                 0.4597,                0.36395,                0.19653,                  1.152,                 2.6107,                 1.2065,                 1.1546,                 2.7093,                  1.175,             0.00038507,             0.00038507,             0.00038507
                    102,                0.83799,                0.56845,                0.99205,                0.94833,                0.64815,                 1.0138,                0.45597,                0.47236,                0.37268,                0.20099,                 1.1468,                 2.6113,                 1.1948,                 1.1547,                 2.6828,                 1.1704,             0.00037774,             0.00037774,             0.00037774
                    103,                0.84783,                0.57427,                0.99706,                0.95442,                0.65383,                 1.0189,                0.46938,                0.47053,                 0.3662,                0.19649,                 1.1443,                 2.6334,                 1.1957,                 1.1552,                 2.7064,                  1.172,             0.00037041,             0.00037041,             0.00037041
                    104,                0.84256,                0.56779,                0.99248,                0.94699,                0.64409,                 1.0119,                0.46072,                0.48337,                0.38222,                0.20943,                 1.1383,                 2.5632,                 1.1973,                 1.1491,                 2.6562,                 1.1726,             0.00036307,             0.00036307,             0.00036307
                    105,                0.83504,                0.56425,                0.99413,                0.94066,                0.64022,                 1.0166,                0.45141,                0.46499,                0.36301,                0.19562,                  1.155,                  2.766,                 1.2139,                 1.1599,                 2.8774,                 1.1809,             0.00035574,             0.00035574,             0.00035574
