                  epoch,           train/box_om,           train/cls_om,           train/dfl_om,           train/box_oo,           train/cls_oo,           train/dfl_oo,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),             val/box_om,             val/cls_om,             val/dfl_om,             val/box_oo,             val/cls_oo,             val/dfl_oo,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     11,                 1.1034,                 1.0614,                 1.1606,                  1.183,                 1.2974,                 1.1539,                0.40597,                0.40448,                0.30814,                0.15927,                 1.1454,                 2.2845,                 1.1814,                 1.1639,                 2.4248,                 1.1638,              0.0010615,              0.0010615,              0.0010615
                     12,                 1.0804,                 1.0339,                 1.1399,                 1.1624,                 1.2527,                 1.1345,                0.41466,                0.45589,                0.34969,                0.19096,                 1.1056,                 2.1475,                 1.1598,                 1.1429,                 2.2086,                 1.1394,               0.001056,               0.001056,               0.001056
                     13,                 1.0804,                  1.031,                 1.1447,                 1.1629,                 1.2457,                 1.1404,                0.37284,                0.45875,                 0.3224,                0.16329,                 1.1247,                 2.5281,                 1.1859,                 1.1638,                  2.637,                 1.1592,              0.0010505,              0.0010505,              0.0010505
                     14,                 1.0815,                 1.0215,                 1.1455,                 1.1671,                 1.2279,                 1.1422,                0.38332,                0.34554,                0.29565,                0.15489,                  1.182,                 2.2905,                 1.2084,                 1.2058,                 2.4349,                  1.183,               0.001045,               0.001045,               0.001045
                     15,                 1.0745,                 1.0029,                 1.1397,                 1.1674,                 1.2074,                 1.1371,                0.40995,                0.46226,                0.33562,                0.17645,                 1.1233,                 2.5146,                 1.1779,                 1.1618,                 2.6475,                 1.1496,              0.0010395,              0.0010395,              0.0010395
                     16,                 1.0673,                0.99291,                 1.1332,                 1.1593,                 1.2002,                 1.1322,                0.40995,                 0.4418,                0.31836,                0.17193,                 1.0976,                 2.2991,                  1.155,                 1.1335,                 2.4503,                 1.1319,               0.001034,               0.001034,               0.001034
                     17,                  1.068,                 1.0071,                 1.1388,                 1.1605,                 1.2183,                 1.1389,                0.39798,                0.45028,                0.33074,                0.17444,                 1.1151,                 2.3209,                 1.1619,                 1.1567,                  2.394,                 1.1428,              0.0010285,              0.0010285,              0.0010285
                     18,                 1.0566,                0.97706,                 1.1278,                 1.1576,                 1.1693,                 1.1315,                 0.4354,                0.46615,                0.34285,                0.17961,                 1.0904,                 2.3243,                 1.1562,                 1.1492,                 2.4457,                 1.1398,               0.001023,               0.001023,               0.001023
                     19,                 1.0543,                0.96789,                 1.1271,                 1.1451,                  1.158,                 1.1263,                0.41006,                0.45545,                 0.3374,                0.18231,                  1.124,                 2.2782,                 1.1705,                 1.1618,                 2.3675,                 1.1488,              0.0010175,              0.0010175,              0.0010175
                     20,                 1.0491,                0.95143,                 1.1234,                  1.143,                 1.1414,                 1.1278,                0.40097,                0.48252,                0.33255,                0.17585,                  1.148,                  2.403,                 1.1778,                 1.1812,                  2.512,                 1.1595,               0.001012,               0.001012,               0.001012
                     21,                 1.0479,                0.95583,                  1.124,                 1.1441,                 1.1468,                 1.1317,                0.42317,                0.45014,                   0.34,                0.18616,                 1.0973,                 2.3666,                 1.1601,                 1.1428,                 2.3719,                 1.1575,              0.0010065,              0.0010065,              0.0010065
                     22,                 1.0426,                0.93582,                 1.1223,                 1.1372,                  1.118,                 1.1267,                0.40537,                0.40763,                0.31663,                0.17479,                 1.1306,                 2.3023,                 1.1736,                 1.1682,                 2.3849,                 1.1561,               0.001001,               0.001001,               0.001001
                     23,                 1.0319,                0.91749,                 1.1135,                 1.1245,                 1.1032,                  1.116,                0.42367,                0.45395,                0.34971,                0.18669,                 1.1006,                 2.3598,                 1.1646,                 1.1416,                 2.4078,                 1.1459,             0.00099551,             0.00099551,             0.00099551
                     24,                 1.0351,                 0.9126,                 1.1133,                 1.1337,                 1.0971,                  1.117,                0.41324,                0.46183,                0.32958,                 0.1808,                 1.1033,                 2.2811,                 1.1441,                 1.1344,                 2.3609,                 1.1241,             0.00099001,             0.00099001,             0.00099001
                     25,                 1.0134,                0.90319,                 1.1046,                 1.1113,                 1.0791,                 1.1084,                0.40673,                0.46075,                0.32317,                0.17408,                 1.0803,                 2.3796,                 1.1537,                 1.1227,                  2.447,                 1.1316,             0.00098451,             0.00098451,             0.00098451
                     26,                 1.0159,                0.89276,                 1.1026,                 1.1168,                 1.0632,                 1.1096,                0.42842,                0.45516,                 0.3615,                0.18763,                 1.1182,                 2.2627,                 1.1617,                 1.1562,                 2.3281,                 1.1462,             0.00097901,             0.00097901,             0.00097901
                     27,                 1.0347,                0.90442,                 1.1131,                 1.1339,                 1.0778,                 1.1206,                0.43836,                0.44435,                0.34869,                0.18405,                 1.1187,                 2.3157,                 1.1576,                 1.1514,                 2.4048,                 1.1377,             0.00097351,             0.00097351,             0.00097351
                     28,                 1.0124,                0.89821,                 1.1057,                  1.112,                 1.0659,                 1.1141,                0.45363,                0.47944,                0.37773,                0.20114,                 1.1064,                 2.3739,                  1.158,                 1.1362,                 2.4744,                 1.1411,             0.00096801,             0.00096801,             0.00096801
                     29,                 1.0126,                0.88889,                 1.1005,                 1.1135,                 1.0617,                 1.1096,                0.41547,                 0.4317,                0.33524,                0.17984,                 1.0978,                 2.3522,                 1.1668,                 1.1307,                  2.441,                 1.1472,             0.00096251,             0.00096251,             0.00096251
                     30,                  1.017,                0.87736,                  1.104,                 1.1193,                 1.0483,                  1.113,                0.45807,                0.44398,                0.36997,                0.19683,                 1.0935,                  2.293,                 1.1547,                 1.1306,                 2.3305,                 1.1383,             0.00095702,             0.00095702,             0.00095702
                     31,                  1.005,                0.86131,                 1.0932,                 1.1061,                 1.0225,                 1.1009,                0.45641,                0.44498,                0.36905,                0.20349,                 1.0925,                  2.337,                 1.1501,                 1.1208,                 2.4238,                 1.1343,             0.00095152,             0.00095152,             0.00095152
                     32,                 1.0075,                0.85757,                 1.0952,                 1.1106,                   1.02,                 1.1067,                0.45569,                0.45531,                0.37401,                0.19948,                  1.097,                 2.2868,                 1.1675,                 1.1285,                 2.3813,                  1.152,             0.00094602,             0.00094602,             0.00094602
                     33,                 1.0094,                0.86129,                 1.0968,                 1.1069,                 1.0201,                 1.1067,                0.43503,                0.47899,                 0.3618,                0.19469,                 1.1123,                 2.3404,                 1.1648,                 1.1493,                  2.404,                 1.1537,             0.00094052,             0.00094052,             0.00094052
                     34,                 1.0025,                0.84973,                 1.0954,                 1.1029,                 1.0075,                 1.1058,                0.43993,                0.48015,                0.37313,                0.20541,                 1.0995,                 2.3453,                 1.1593,                 1.1428,                 2.3758,                 1.1416,             0.00093502,             0.00093502,             0.00093502
                     35,                 1.0041,                0.85724,                 1.0989,                 1.1088,                  1.014,                 1.1088,                0.45408,                0.47539,                0.38615,                0.21439,                 1.1112,                 2.2226,                 1.1582,                 1.1536,                 2.2749,                 1.1384,             0.00092952,             0.00092952,             0.00092952
                     36,                0.99519,                0.83418,                  1.087,                 1.1001,                0.98979,                 1.0982,                0.43877,                0.41454,                0.35053,                0.19188,                 1.1263,                 2.2718,                 1.1738,                 1.1632,                 2.3762,                 1.1576,             0.00092402,             0.00092402,             0.00092402
                     37,                0.99555,                0.83986,                 1.0923,                 1.0991,                0.98935,                 1.1026,                0.43229,                0.46083,                0.35889,                0.20054,                 1.0935,                 2.3324,                 1.1482,                 1.1384,                  2.386,                 1.1304,             0.00091852,             0.00091852,             0.00091852
                     38,                0.98255,                0.82632,                 1.0818,                  1.083,                0.97221,                 1.0922,                0.43925,                 0.4399,                0.34687,                0.17659,                  1.161,                 2.3466,                 1.2087,                 1.1832,                 2.4572,                   1.18,             0.00091302,             0.00091302,             0.00091302
                     39,                0.98836,                0.82095,                 1.0818,                 1.0936,                0.96969,                 1.0928,                0.45928,                 0.4502,                0.36813,                0.19982,                 1.1061,                 2.4026,                 1.1487,                 1.1329,                 2.4337,                 1.1264,             0.00090752,             0.00090752,             0.00090752
                     40,                0.98659,                0.81781,                 1.0823,                  1.094,                0.96124,                 1.0932,                 0.4217,                0.49129,                0.34938,                0.19002,                 1.1123,                 2.4248,                 1.1641,                 1.1443,                 2.4558,                 1.1407,             0.00090202,             0.00090202,             0.00090202
                     41,                0.98231,                0.81556,                 1.0795,                 1.0841,                0.95956,                 1.0887,                0.43383,                0.48536,                 0.3672,                0.20081,                 1.1164,                 2.3059,                 1.1565,                 1.1571,                 2.3879,                 1.1473,             0.00089652,             0.00089652,             0.00089652
                     42,                0.97227,                0.80452,                 1.0764,                 1.0762,                0.95248,                 1.0894,                 0.4385,                0.49709,                0.37671,                0.20607,                 1.1033,                 2.2574,                   1.15,                 1.1331,                  2.328,                 1.1299,             0.00089102,             0.00089102,             0.00089102
                     43,                0.97561,                0.79848,                 1.0773,                 1.0774,                0.93034,                 1.0888,                0.43113,                0.44029,                0.34054,                0.17858,                 1.1237,                 2.4995,                 1.1789,                 1.1645,                 2.5646,                 1.1616,             0.00088552,             0.00088552,             0.00088552
                     44,                0.97793,                0.80889,                 1.0793,                 1.0855,                0.95759,                 1.0913,                0.42494,                0.43625,                0.33922,                0.17961,                 1.0976,                 2.4303,                 1.1613,                 1.1185,                 2.5008,                 1.1405,             0.00088002,             0.00088002,             0.00088002
                     45,                0.97194,                 0.7963,                 1.0731,                 1.0768,                0.94338,                 1.0854,                0.46533,                0.46289,                0.37957,                0.20859,                 1.0982,                 2.3319,                 1.1513,                 1.1318,                  2.433,                 1.1322,             0.00087452,             0.00087452,             0.00087452
                     46,                 0.9817,                0.79925,                 1.0808,                 1.0899,                0.94182,                 1.0947,                0.44404,                0.48256,                0.37823,                0.20482,                 1.0938,                 2.3409,                 1.1519,                 1.1262,                 2.4079,                 1.1303,             0.00086902,             0.00086902,             0.00086902
                     47,                0.96813,                0.78155,                 1.0732,                 1.0752,                0.91543,                 1.0875,                0.46778,                 0.4597,                0.39561,                0.21438,                 1.1209,                 2.2944,                 1.1667,                 1.1548,                 2.3704,                 1.1504,             0.00086352,             0.00086352,             0.00086352
                     48,                0.96623,                0.78712,                 1.0728,                 1.0735,                0.92605,                 1.0876,                0.47891,                0.47113,                0.39301,                0.21465,                 1.0981,                 2.2167,                 1.1603,                 1.1523,                 2.2821,                 1.1574,             0.00085803,             0.00085803,             0.00085803
                     49,                0.95808,                0.76949,                 1.0642,                 1.0619,                0.90061,                 1.0779,                0.46328,                0.48809,                0.39054,                0.21619,                 1.1083,                 2.2743,                 1.1501,                 1.1421,                 2.3438,                 1.1349,             0.00085253,             0.00085253,             0.00085253
                     50,                0.96037,                0.76733,                 1.0687,                 1.0648,                0.89736,                 1.0832,                0.46235,                0.48088,                0.37881,                0.20509,                 1.1092,                 2.3556,                 1.1595,                 1.1426,                  2.418,                 1.1483,             0.00084703,             0.00084703,             0.00084703
                     51,                0.95873,                0.76338,                 1.0703,                 1.0665,                0.90115,                 1.0871,                0.43689,                0.48484,                0.36508,                0.20484,                 1.0984,                 2.3717,                 1.1538,                 1.1401,                 2.4274,                 1.1407,             0.00084153,             0.00084153,             0.00084153
                     52,                0.95591,                0.76559,                 1.0663,                 1.0581,                0.89527,                 1.0804,                0.46411,                0.48041,                0.39217,                0.21696,                 1.0931,                 2.3075,                 1.1439,                   1.14,                 2.3606,                 1.1367,             0.00083603,             0.00083603,             0.00083603
                     53,                0.95981,                0.77599,                 1.0683,                 1.0671,                0.90854,                 1.0866,                0.42831,                0.44543,                0.35054,                0.18922,                 1.1312,                 2.4483,                 1.1692,                 1.1616,                 2.5341,                 1.1534,             0.00083053,             0.00083053,             0.00083053
                     54,                0.96029,                0.76255,                 1.0668,                 1.0664,                0.90242,                 1.0865,                0.46216,                0.49143,                0.36917,                0.19762,                 1.0895,                  2.439,                 1.1523,                 1.1323,                 2.4455,                 1.1442,             0.00082503,             0.00082503,             0.00082503
                     55,                0.96193,                0.75708,                 1.0637,                 1.0668,                0.89091,                 1.0802,                0.45465,                0.48043,                0.36219,                0.20329,                 1.0859,                 2.4553,                 1.1471,                  1.125,                 2.4739,                 1.1401,             0.00081953,             0.00081953,             0.00081953
                     56,                0.94994,                0.74858,                 1.0592,                   1.05,                0.87527,                 1.0736,                0.46751,                0.46102,                0.38006,                0.21116,                 1.0868,                 2.3882,                 1.1504,                 1.1281,                 2.4044,                 1.1454,             0.00081403,             0.00081403,             0.00081403
                     57,                0.95968,                0.76835,                 1.0691,                  1.064,                0.89628,                 1.0872,                0.47501,                0.47989,                0.38904,                0.21543,                 1.0981,                 2.3975,                 1.1465,                 1.1392,                  2.407,                 1.1376,             0.00080853,             0.00080853,             0.00080853
                     58,                0.94885,                0.74461,                 1.0559,                 1.0553,                0.86702,                 1.0731,                0.48476,                0.47506,                0.40646,                0.22714,                 1.0837,                 2.2776,                 1.1472,                 1.1139,                  2.351,                 1.1342,             0.00080303,             0.00080303,             0.00080303
                     59,                0.94369,                0.73314,                 1.0557,                 1.0477,                0.85535,                 1.0692,                0.42751,                0.48092,                 0.3473,                0.18955,                 1.1096,                  2.446,                 1.1562,                 1.1474,                 2.5013,                 1.1397,             0.00079753,             0.00079753,             0.00079753
                     60,                 0.9482,                0.73321,                 1.0561,                 1.0549,                0.85393,                 1.0721,                0.48607,                0.47065,                0.39811,                0.21864,                 1.1153,                 2.3472,                 1.1615,                 1.1636,                 2.3998,                 1.1565,             0.00079203,             0.00079203,             0.00079203
                     61,                0.94003,                0.73423,                 1.0575,                 1.0441,                0.84896,                 1.0729,                0.47069,                0.48676,                0.38832,                0.22091,                 1.0908,                  2.395,                 1.1476,                 1.1212,                 2.4513,                 1.1338,             0.00078653,             0.00078653,             0.00078653
                     62,                 0.9459,                0.73276,                 1.0576,                 1.0504,                0.85243,                 1.0727,                0.47898,                0.46381,                0.38635,                0.21917,                 1.0769,                 2.3334,                 1.1502,                 1.1168,                 2.3851,                 1.1345,             0.00078103,             0.00078103,             0.00078103
                     63,                 0.9396,                 0.7297,                 1.0528,                 1.0451,                 0.8473,                 1.0673,                0.48415,                0.48033,                0.39233,                0.22083,                 1.1021,                 2.3908,                 1.1499,                 1.1382,                 2.4741,                 1.1377,             0.00077553,             0.00077553,             0.00077553
                     64,                0.94183,                0.72708,                 1.0546,                  1.048,                0.84746,                 1.0731,                0.48211,                0.46796,                0.37213,                0.19697,                 1.1186,                 2.5584,                 1.1632,                 1.1522,                 2.5519,                 1.1502,             0.00077003,             0.00077003,             0.00077003
                     65,                0.93347,                0.71591,                 1.0533,                 1.0359,                0.82616,                 1.0695,                0.47171,                0.47119,                0.39764,                0.22179,                 1.0697,                 2.3363,                 1.1366,                 1.1075,                  2.391,                 1.1252,             0.00076453,             0.00076453,             0.00076453
                     66,                0.92817,                0.70949,                 1.0489,                 1.0348,                0.81419,                 1.0652,                0.47155,                0.47113,                0.38168,                0.21136,                 1.1177,                 2.3802,                 1.1627,                 1.1501,                 2.4683,                 1.1434,             0.00075904,             0.00075904,             0.00075904
                     67,                 0.9312,                0.71898,                 1.0509,                 1.0396,                0.83143,                 1.0683,                0.45865,                0.48404,                0.37315,                0.21038,                 1.0667,                 2.4629,                 1.1393,                 1.1039,                 2.5139,                 1.1301,             0.00075354,             0.00075354,             0.00075354
                     68,                0.93176,                0.71523,                 1.0493,                 1.0372,                0.82715,                  1.066,                0.50185,                0.46292,                0.38907,                0.22134,                 1.0916,                 2.3078,                  1.148,                 1.1292,                 2.3944,                 1.1392,             0.00074804,             0.00074804,             0.00074804
                     69,                0.92812,                0.70166,                 1.0449,                 1.0304,                0.81115,                 1.0607,                0.49208,                0.47564,                0.39624,                0.22386,                 1.0709,                  2.299,                 1.1236,                  1.117,                 2.3805,                 1.1138,             0.00074254,             0.00074254,             0.00074254
                     70,                 0.9347,                0.71108,                   1.05,                 1.0397,                0.83012,                 1.0652,                0.49844,                0.46224,                0.39656,                 0.2248,                 1.0935,                 2.4238,                 1.1419,                 1.1249,                 2.4859,                 1.1242,             0.00073704,             0.00073704,             0.00073704
                     71,                 0.9237,                0.70073,                 1.0463,                 1.0272,                0.80453,                 1.0618,                 0.4897,                0.48387,                0.38781,                0.21913,                 1.0764,                 2.4388,                 1.1388,                 1.1169,                 2.4957,                 1.1274,             0.00073154,             0.00073154,             0.00073154
                     72,                 0.9174,                0.69812,                  1.038,                 1.0273,                0.80846,                 1.0561,                0.46534,                0.49128,                 0.3981,                0.22443,                  1.087,                 2.4358,                 1.1489,                 1.1164,                 2.4729,                 1.1318,             0.00072604,             0.00072604,             0.00072604
                     73,                0.91972,                0.70064,                 1.0447,                 1.0279,                0.80893,                 1.0641,                0.46392,                0.46634,                0.38869,                0.21976,                 1.1014,                 2.3673,                 1.1531,                 1.1293,                 2.4667,                 1.1355,             0.00072054,             0.00072054,             0.00072054
                     74,                0.91936,                0.69388,                 1.0409,                 1.0264,                 0.7998,                 1.0571,                0.50116,                 0.4773,                 0.4058,                0.22524,                 1.0987,                 2.4174,                 1.1516,                  1.133,                 2.4547,                 1.1369,             0.00071504,             0.00071504,             0.00071504
                     75,                0.92285,                0.69423,                 1.0446,                  1.031,                0.80086,                  1.063,                0.49694,                0.48826,                0.40114,                0.21849,                 1.1005,                 2.4777,                 1.1437,                 1.1376,                 2.5049,                 1.1326,             0.00070954,             0.00070954,             0.00070954
                     76,                0.92003,                0.68891,                 1.0441,                 1.0257,                0.79862,                 1.0623,                0.50958,                0.48468,                0.40807,                0.22611,                 1.0885,                 2.3934,                 1.1413,                 1.1247,                 2.4539,                 1.1329,             0.00070404,             0.00070404,             0.00070404
                     77,                0.92137,                0.68854,                 1.0431,                  1.026,                0.79415,                 1.0605,                 0.5014,                0.45434,                0.37753,                0.20878,                 1.0892,                  2.508,                 1.1488,                 1.1187,                 2.5462,                 1.1321,             0.00069854,             0.00069854,             0.00069854
                     78,                0.91285,                0.68275,                 1.0356,                 1.0192,                0.77783,                 1.0517,                0.48436,                0.47749,                0.38156,                0.21091,                 1.1012,                 2.4318,                 1.1711,                 1.1423,                 2.4946,                  1.155,             0.00069304,             0.00069304,             0.00069304
                     79,                0.91987,                0.68241,                 1.0403,                 1.0278,                0.78353,                 1.0591,                0.48527,                0.50715,                0.40148,                0.22727,                 1.1053,                 2.4035,                 1.1549,                 1.1254,                 2.4527,                 1.1296,             0.00068754,             0.00068754,             0.00068754
                     80,                0.90477,                0.67435,                 1.0326,                 1.0122,                0.77565,                 1.0506,                0.49879,                0.48248,                0.39691,                0.22449,                 1.0993,                 2.4103,                 1.1571,                 1.1343,                 2.4552,                 1.1393,             0.00068204,             0.00068204,             0.00068204
                     81,                0.90443,                0.67077,                 1.0316,                 1.0109,                0.77042,                 1.0501,                0.49098,                0.47367,                0.39001,                0.22445,                 1.1036,                 2.4118,                 1.1518,                 1.1371,                  2.482,                 1.1358,             0.00067654,             0.00067654,             0.00067654
                     82,                 0.9143,                0.67991,                 1.0369,                 1.0181,                0.77568,                 1.0553,                0.47353,                0.47694,                0.38924,                0.21856,                 1.0933,                 2.3721,                 1.1612,                 1.1375,                 2.4345,                 1.1513,             0.00067104,             0.00067104,             0.00067104
                     83,                0.90667,                0.66491,                 1.0342,                 1.0158,                0.75483,                 1.0504,                0.49685,                0.47472,                0.38981,                0.21617,                 1.1243,                 2.4407,                 1.1666,                 1.1595,                 2.5348,                 1.1522,             0.00066554,             0.00066554,             0.00066554
                     84,                0.91031,                0.67185,                 1.0361,                 1.0131,                0.77019,                 1.0551,                0.47862,                0.48817,                0.39017,                0.21686,                 1.1261,                  2.381,                 1.1787,                 1.1567,                 2.4597,                 1.1627,             0.00066005,             0.00066005,             0.00066005
                     85,                0.89704,                0.66074,                 1.0305,                 1.0018,                 0.7538,                 1.0488,                0.49575,                0.49487,                0.40817,                0.22809,                 1.1007,                  2.414,                 1.1504,                 1.1368,                 2.4648,                 1.1376,             0.00065455,             0.00065455,             0.00065455
                     86,                0.90804,                0.66213,                 1.0309,                 1.0159,                0.75812,                 1.0498,                0.50961,                0.46774,                0.39494,                0.22192,                 1.1091,                 2.3826,                 1.1583,                 1.1425,                 2.4327,                 1.1437,             0.00064905,             0.00064905,             0.00064905
                     87,                0.90469,                0.66077,                 1.0345,                 1.0131,                0.75805,                 1.0552,                0.47308,                0.50898,                0.39301,                0.21933,                 1.1083,                 2.5054,                 1.1566,                 1.1336,                 2.5559,                 1.1368,             0.00064355,             0.00064355,             0.00064355
                     88,                0.89862,                0.65631,                 1.0317,                 1.0079,                0.74994,                 1.0505,                0.48447,                0.48449,                 0.3947,                0.22082,                  1.101,                 2.4734,                 1.1555,                 1.1419,                 2.5277,                 1.1407,             0.00063805,             0.00063805,             0.00063805
                     89,                0.89721,                0.65033,                   1.03,                 1.0043,                0.74417,                   1.05,                0.51676,                 0.4839,                0.41915,                0.23429,                 1.0925,                 2.4469,                 1.1424,                  1.125,                 2.5062,                 1.1315,             0.00063255,             0.00063255,             0.00063255
                     90,                0.90723,                0.65884,                 1.0326,                 1.0153,                0.76061,                 1.0526,                0.46661,                0.49666,                 0.3938,                 0.2239,                 1.0871,                 2.4509,                   1.14,                 1.1176,                 2.5162,                 1.1264,             0.00062705,             0.00062705,             0.00062705
                     91,                0.89271,                0.64429,                 1.0263,                 1.0016,                0.73797,                 1.0466,                0.48021,                0.47608,                0.39155,                0.22511,                 1.1173,                 2.5165,                 1.1725,                 1.1441,                 2.6196,                 1.1517,             0.00062155,             0.00062155,             0.00062155
                     92,                0.88702,                 0.6385,                 1.0213,                0.99275,                0.72959,                 1.0384,                0.48893,                0.49046,                0.40254,                0.22974,                 1.1275,                 2.4519,                  1.173,                 1.1548,                 2.5377,                 1.1564,             0.00061605,             0.00061605,             0.00061605
                     93,                0.89963,                0.65718,                 1.0304,                  1.009,                0.75605,                 1.0516,                0.49533,                0.48421,                0.39344,                0.22436,                 1.1109,                 2.5256,                 1.1582,                 1.1391,                 2.6113,                 1.1422,             0.00061055,             0.00061055,             0.00061055
                     94,                 0.8972,                0.65134,                 1.0238,                 1.0046,                0.74494,                 1.0426,                0.50946,                0.50009,                0.41239,                0.23192,                 1.0953,                 2.4979,                 1.1498,                 1.1291,                 2.5653,                 1.1379,             0.00060505,             0.00060505,             0.00060505
                     95,                0.89795,                0.64182,                 1.0263,                 1.0039,                0.73213,                 1.0458,                0.49609,                0.51116,                0.40624,                 0.2256,                 1.1211,                 2.4346,                  1.165,                 1.1522,                 2.5075,                   1.15,             0.00059955,             0.00059955,             0.00059955
                     96,                0.89066,                0.63414,                 1.0232,                0.99896,                0.72554,                 1.0439,                0.51113,                0.48965,                0.40258,                0.22604,                 1.1104,                 2.5222,                 1.1609,                 1.1443,                 2.5589,                 1.1462,             0.00059405,             0.00059405,             0.00059405
                     97,                 0.8852,                0.63702,                 1.0229,                0.99252,                0.72065,                 1.0426,                0.52418,                0.47248,                0.40572,                0.23026,                 1.1118,                 2.4477,                 1.1642,                 1.1426,                 2.5545,                 1.1493,             0.00058855,             0.00058855,             0.00058855
                     98,                0.88583,                0.63295,                 1.0223,                0.99263,                0.72302,                 1.0434,                0.48144,                0.46011,                0.36397,                0.20398,                 1.1062,                 2.5407,                 1.1635,                 1.1234,                 2.6275,                 1.1387,             0.00058305,             0.00058305,             0.00058305
                     99,                0.88095,                 0.6239,                 1.0191,                0.98838,                0.70587,                 1.0379,                0.51171,                0.48269,                0.39727,                0.22345,                 1.1118,                 2.5261,                 1.1689,                 1.1334,                  2.632,                 1.1495,             0.00057755,             0.00057755,             0.00057755
                    100,                0.88595,                0.62763,                 1.0201,                0.99315,                0.71061,                 1.0394,                0.49475,                 0.4887,                0.39455,                  0.218,                 1.1195,                 2.4692,                  1.173,                 1.1534,                 2.5719,                 1.1541,             0.00057205,             0.00057205,             0.00057205
                    101,                 0.8719,                0.61843,                 1.0143,                0.97643,                0.69742,                 1.0339,                0.50093,                0.48989,                0.40007,                0.22216,                 1.1194,                 2.4897,                  1.171,                 1.1516,                 2.6118,                 1.1538,             0.00056655,             0.00056655,             0.00056655
                    102,                  0.883,                0.63026,                 1.0187,                0.99338,                0.72395,                 1.0385,                0.49772,                0.48781,                0.40676,                0.22429,                 1.1153,                 2.5576,                 1.1635,                 1.1402,                 2.6711,                  1.146,             0.00056105,             0.00056105,             0.00056105
                    103,                0.88365,                0.62631,                 1.0204,                0.99229,                0.71485,                  1.042,                0.48488,                0.49367,                0.39379,                0.22097,                 1.1173,                 2.4918,                 1.1639,                 1.1499,                 2.5879,                 1.1463,             0.00055556,             0.00055556,             0.00055556
                    104,                 0.8797,                0.62083,                 1.0164,                0.98568,                0.70557,                 1.0364,                0.47852,                0.50491,                0.39376,                0.21379,                 1.1277,                 2.5523,                 1.1718,                 1.1609,                 2.6754,                  1.156,             0.00055006,             0.00055006,             0.00055006
