                  epoch,           train/box_om,           train/cls_om,           train/dfl_om,           train/box_oo,           train/cls_oo,           train/dfl_oo,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),             val/box_om,             val/cls_om,             val/dfl_om,             val/box_oo,             val/cls_oo,             val/dfl_oo,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    106,                0.84669,                0.57408,                0.99587,                0.95596,                0.64755,                 1.0137,                0.42989,                0.45637,                0.34624,                0.18643,                 1.1792,                 2.7866,                 1.2327,                 1.1694,                 2.9128,                 1.1876,             0.00053906,             0.00053906,             0.00053906
                    107,                0.84898,                0.57725,                 1.0005,                0.95587,                0.65034,                 1.0177,                0.45601,                0.45226,                0.35946,                0.19531,                 1.1638,                 2.7121,                 1.2188,                 1.1753,                 2.8166,                  1.189,             0.00053356,             0.00053356,             0.00053356
                    108,                0.84861,                0.57898,                0.99933,                0.95642,                0.65687,                 1.0175,                0.47892,                0.45392,                0.36858,                0.20157,                 1.1727,                  2.623,                 1.2135,                 1.1887,                 2.7244,                 1.1934,             0.00052806,             0.00052806,             0.00052806
                    109,                0.84648,                0.57734,                 1.0013,                0.95631,                0.65482,                 1.0209,                0.47048,                0.45908,                0.36506,                0.19613,                 1.1886,                 2.7431,                 1.2355,                 1.1818,                  2.881,                 1.1966,             0.00052256,             0.00052256,             0.00052256
                    110,                 0.8374,                0.56574,                0.99171,                0.94379,                0.63803,                 1.0089,                0.45847,                0.47558,                 0.3701,                0.20304,                 1.1754,                 2.7793,                 1.2286,                 1.1739,                   2.91,                 1.1938,             0.00051706,             0.00051706,             0.00051706
                    111,                0.84544,                 0.5757,                0.99681,                0.95416,                0.64949,                 1.0149,                0.44128,                0.46299,                0.37077,                0.20253,                 1.1769,                 2.7327,                 1.2253,                 1.1853,                  2.864,                 1.1972,             0.00051156,             0.00051156,             0.00051156
                    112,                0.84059,                0.56254,                0.99123,                0.94594,                0.62435,                 1.0078,                0.47427,                0.45168,                0.37955,                0.20229,                 1.1735,                 2.5878,                 1.2195,                 1.1815,                 2.7168,                 1.1897,             0.00050606,             0.00050606,             0.00050606
                    113,                0.84294,                0.56806,                 0.9935,                0.94913,                0.63257,                 1.0122,                0.44295,                0.46285,                0.35929,                0.19377,                 1.1718,                 2.7263,                 1.2235,                 1.1751,                 2.8256,                 1.1919,             0.00050056,             0.00050056,             0.00050056
                    114,                0.83371,                0.56043,                0.99312,                0.93896,                0.62252,                   1.01,                0.48233,                0.44887,                0.37227,                0.20149,                 1.1769,                 2.7019,                 1.2142,                 1.1822,                 2.8303,                 1.1822,             0.00049506,             0.00049506,             0.00049506
                    115,                0.83793,                0.56434,                0.99223,                0.94377,                0.63027,                 1.0107,                0.48685,                0.42543,                0.36052,                0.19768,                 1.1841,                  2.711,                 1.2296,                  1.183,                 2.8429,                 1.1934,             0.00048956,             0.00048956,             0.00048956
                    116,                0.83983,                0.56686,                 0.9967,                0.94844,                0.63996,                 1.0169,                0.46332,                0.45644,                0.37072,                0.20196,                 1.1882,                 2.6194,                 1.2449,                 1.1891,                 2.7497,                 1.2041,             0.00048406,             0.00048406,             0.00048406
                    117,                0.83862,                0.55631,                0.99277,                0.93957,                0.62073,                 1.0096,                 0.4872,                0.43753,                0.37521,                0.20363,                 1.1814,                 2.5799,                 1.2258,                 1.1838,                 2.7263,                 1.1939,             0.00047856,             0.00047856,             0.00047856
                    118,                0.84127,                0.56371,                0.99524,                0.94821,                0.62987,                 1.0157,                0.44344,                0.46596,                0.36435,                0.19841,                 1.1859,                 2.6653,                  1.232,                 1.1873,                 2.7835,                 1.1972,             0.00047306,             0.00047306,             0.00047306
                    119,                0.83738,                 0.5597,                0.99323,                0.94597,                0.62935,                 1.0131,                0.48102,                0.45018,                 0.3774,                0.20751,                 1.1846,                 2.6622,                 1.2335,                  1.187,                 2.7946,                 1.1972,             0.00046756,             0.00046756,             0.00046756
                    120,                0.82594,                0.54913,                0.98993,                0.93048,                 0.6144,                 1.0098,                0.45113,                0.47387,                0.37135,                0.20216,                 1.1912,                 2.6717,                 1.2271,                 1.1941,                 2.8136,                 1.1942,             0.00046206,             0.00046206,             0.00046206
                    121,                0.82994,                0.55157,                0.98907,                0.93795,                 0.6186,                 1.0081,                0.44939,                0.45647,                0.36091,                0.19915,                 1.1853,                 2.7018,                 1.2301,                 1.1854,                 2.8587,                 1.1933,             0.00045657,             0.00045657,             0.00045657
                    122,                0.83377,                0.55413,                0.98895,                0.93825,                0.61676,                 1.0084,                0.43458,                0.45815,                 0.3534,                0.19157,                 1.1858,                 2.7212,                 1.2359,                 1.1843,                 2.8841,                  1.193,             0.00045107,             0.00045107,             0.00045107
                    123,                 0.8291,                0.54727,                0.98883,                0.93288,                0.61085,                 1.0087,                0.45766,                0.45447,                0.35937,                0.19648,                 1.1963,                 2.6357,                 1.2371,                 1.2038,                 2.8241,                 1.2052,             0.00044557,             0.00044557,             0.00044557
                    124,                0.82989,                0.54458,                0.98674,                0.93528,                 0.6058,                 1.0056,                0.46423,                0.45354,                0.37244,                0.20142,                 1.1907,                 2.7062,                 1.2351,                 1.1988,                 2.8411,                 1.2055,             0.00044007,             0.00044007,             0.00044007
                    125,                 0.8282,                0.55303,                0.99039,                0.93425,                0.61952,                 1.0114,                0.45658,                0.46065,                0.36714,                 0.2006,                 1.1814,                 2.6471,                 1.2296,                 1.1913,                 2.8071,                 1.1975,             0.00043457,             0.00043457,             0.00043457
                    126,                0.82159,                0.54287,                0.98562,                0.92601,                0.61026,                  1.006,                0.47144,                0.44051,                0.35865,                0.19689,                 1.1892,                 2.6153,                 1.2318,                  1.191,                  2.807,                 1.1952,             0.00042907,             0.00042907,             0.00042907
                    127,                0.82551,                0.54277,                0.98561,                0.92562,                0.60198,                 1.0032,                0.46143,                 0.4545,                0.36856,                 0.2041,                  1.179,                 2.6602,                 1.2303,                 1.1898,                 2.8093,                 1.2011,             0.00042357,             0.00042357,             0.00042357
                    128,                0.81394,                0.54062,                0.98201,                0.91715,                 0.6024,                 1.0002,                0.48715,                0.44695,                0.36993,                 0.2023,                 1.2005,                 2.6637,                 1.2401,                 1.2044,                 2.8268,                 1.2055,             0.00041807,             0.00041807,             0.00041807
                    129,                0.81949,                0.53401,                0.98202,                 0.9242,                 0.5915,                0.99971,                0.44459,                0.47168,                0.36289,                0.19921,                 1.1889,                 2.7277,                 1.2343,                 1.1921,                 2.8578,                 1.1986,             0.00041257,             0.00041257,             0.00041257
                    130,                0.82441,                0.53875,                0.98355,                0.93096,                0.60354,                 1.0003,                0.45298,                0.46991,                0.36473,                0.19989,                 1.1901,                 2.7069,                 1.2318,                 1.1938,                 2.8797,                 1.1977,             0.00040707,             0.00040707,             0.00040707
                    131,                0.82024,                0.53785,                 0.9851,                0.92377,                0.60254,                 1.0035,                0.47818,                0.46629,                0.37221,                0.20203,                 1.1875,                 2.6963,                 1.2284,                 1.1962,                 2.8577,                 1.1966,             0.00040157,             0.00040157,             0.00040157
                    132,                 0.8228,                0.53843,                0.98373,                0.92691,                 0.5992,                 1.0018,                 0.4592,                0.46738,                0.36939,                0.19867,                 1.1885,                 2.6963,                 1.2319,                 1.1917,                 2.8502,                 1.1946,             0.00039607,             0.00039607,             0.00039607
                    133,                0.82004,                0.54137,                0.98651,                0.92479,                0.60564,                 1.0063,                0.45238,                  0.468,                0.36917,                0.20214,                 1.1778,                 2.6816,                 1.2308,                 1.1826,                 2.8397,                  1.196,             0.00039057,             0.00039057,             0.00039057
                    134,                0.81803,                0.53437,                0.98139,                0.92108,                 0.5947,                 0.9996,                0.45059,                 0.4908,                0.36625,                0.19818,                 1.1865,                 2.7576,                  1.235,                 1.1889,                 2.9259,                 1.1971,             0.00038507,             0.00038507,             0.00038507
                    135,                0.81011,                0.52834,                0.98021,                 0.9112,                0.58665,                0.99852,                 0.4678,                  0.465,                0.36402,                0.19931,                 1.1677,                 2.7103,                 1.2256,                 1.1755,                 2.8552,                 1.1924,             0.00037957,             0.00037957,             0.00037957
                    136,                0.81362,                0.53098,                0.97953,                0.92014,                0.59396,                0.99976,                0.43268,                0.48105,                0.36532,                0.19826,                 1.1823,                 2.6895,                 1.2281,                 1.1882,                 2.8292,                 1.1997,             0.00037407,             0.00037407,             0.00037407
                    137,                0.81792,                0.53194,                0.98257,                0.92215,                0.59711,                 1.0011,                0.46116,                0.45441,                0.36819,                 0.1994,                 1.2037,                 2.7622,                  1.257,                 1.1987,                 2.9162,                 1.2107,             0.00036857,             0.00036857,             0.00036857
                    138,                0.81642,                0.53257,                0.98347,                0.91992,                0.59742,                 1.0027,                0.43063,                0.48106,                0.36637,                0.19791,                 1.2006,                 2.7191,                 1.2649,                 1.1978,                 2.8993,                  1.218,             0.00036307,             0.00036307,             0.00036307
                    139,                0.80693,                0.52326,                0.97829,                0.90806,                0.58549,                0.99846,                0.45238,                0.47428,                0.37064,                 0.2008,                 1.1974,                 2.7283,                  1.259,                 1.1953,                 2.8808,                 1.2169,             0.00035758,             0.00035758,             0.00035758
                    140,                0.80742,                 0.5208,                0.97834,                0.91012,                0.58208,                0.99688,                0.43383,                 0.4608,                0.35974,                0.19468,                 1.1965,                 2.7967,                 1.2501,                    1.2,                 2.9447,                 1.2159,             0.00035208,             0.00035208,             0.00035208
                    141,                0.80725,                0.52326,                0.97691,                0.90816,                0.58106,                0.99401,                0.46015,                0.45348,                0.36215,                0.19745,                 1.1947,                 2.7697,                 1.2483,                  1.196,                 2.9369,                 1.2092,             0.00034658,             0.00034658,             0.00034658
                    142,                0.80511,                0.51649,                0.97666,                0.90612,                0.57321,                0.99432,                0.47819,                0.45256,                0.36869,                0.20146,                 1.1957,                 2.7037,                 1.2469,                 1.2022,                 2.8672,                 1.2113,             0.00034108,             0.00034108,             0.00034108
                    143,                0.80905,                0.51736,                0.97563,                 0.9137,                0.57957,                0.99463,                0.44416,                0.47669,                0.37168,                0.20122,                 1.1961,                 2.7382,                 1.2558,                 1.2018,                 2.9053,                 1.2183,             0.00033558,             0.00033558,             0.00033558
                    144,                0.80905,                0.52539,                0.98004,                0.91078,                0.58695,                0.99988,                0.46405,                0.46397,                0.37456,                0.20458,                 1.1989,                 2.6647,                  1.243,                 1.2093,                 2.8419,                 1.2139,             0.00033008,             0.00033008,             0.00033008
                    145,                0.80248,                0.51947,                0.97486,                0.90541,                0.57532,                0.99428,                0.45187,                0.47268,                 0.3675,                 0.2002,                 1.2023,                 2.7225,                 1.2459,                 1.2034,                 2.9189,                 1.2095,             0.00032458,             0.00032458,             0.00032458
                    146,                0.80337,                0.51366,                0.97211,                0.90698,                0.56876,                0.99135,                0.45806,                0.45236,                0.36251,                0.19747,                 1.2078,                  2.755,                 1.2463,                 1.2031,                   2.96,                 1.2063,             0.00031908,             0.00031908,             0.00031908
                    147,                0.80443,                0.52042,                  0.977,                0.90685,                0.58177,                0.99599,                0.43676,                0.46505,                 0.3623,                 0.1985,                 1.1977,                 2.6901,                  1.243,                 1.2007,                 2.8844,                 1.2043,             0.00031358,             0.00031358,             0.00031358
                    148,                0.80413,                0.51611,                0.97746,                0.90564,                0.57534,                0.99587,                0.46439,                 0.4478,                0.36958,                0.20121,                 1.1942,                  2.741,                 1.2512,                 1.1967,                 2.9226,                 1.2116,             0.00030808,             0.00030808,             0.00030808
                    149,                0.79788,                0.51402,                0.97537,                0.90046,                0.57053,                0.99505,                0.44706,                0.46692,                0.36954,                0.19961,                 1.1913,                 2.7513,                 1.2451,                 1.1969,                 2.9142,                 1.2142,             0.00030258,             0.00030258,             0.00030258
                    150,                0.79665,                0.50899,                0.97158,                0.89911,                0.56276,                0.99053,                0.45022,                0.46276,                0.35959,                0.19526,                 1.2011,                 2.7807,                 1.2491,                 1.1989,                 2.9618,                   1.21,             0.00029708,             0.00029708,             0.00029708
                    151,                0.79353,                0.50619,                0.96995,                0.89496,                0.56091,                0.98777,                0.45926,                0.45986,                 0.3637,                0.19686,                  1.202,                 2.7423,                 1.2477,                 1.2024,                 2.9389,                 1.2103,             0.00029158,             0.00029158,             0.00029158
                    152,                0.78717,                0.50356,                0.97416,                0.88652,                0.55653,                0.99379,                 0.4667,                0.45032,                0.36486,                0.19745,                 1.2052,                 2.7339,                 1.2503,                 1.2032,                 2.9377,                   1.21,             0.00028608,             0.00028608,             0.00028608
                    153,                0.80489,                0.51185,                0.97697,                 0.9073,                0.56916,                0.99592,                0.43265,                0.47802,                0.36096,                0.19678,                 1.2064,                 2.7992,                 1.2535,                  1.202,                 2.9967,                 1.2103,             0.00028058,             0.00028058,             0.00028058
                    154,                0.79294,                0.50742,                0.97076,                0.89442,                0.56169,                0.98948,                 0.4534,                0.46277,                0.36275,                0.19796,                 1.2115,                 2.7645,                 1.2593,                 1.2074,                 2.9673,                 1.2145,             0.00027508,             0.00027508,             0.00027508
                    155,                0.79996,                0.50786,                0.97533,                0.90108,                 0.5643,                0.99546,                0.44175,                0.46029,                0.36282,                0.19795,                 1.2012,                 2.7695,                 1.2574,                 1.1929,                 2.9644,                   1.21,             0.00026958,             0.00026958,             0.00026958
                    156,                 0.7907,                0.50272,                 0.9689,                0.89124,                0.55256,                0.98679,                0.46909,                0.45379,                0.37015,                 0.2024,                  1.191,                 2.7919,                 1.2516,                 1.1946,                 2.9623,                 1.2146,             0.00026408,             0.00026408,             0.00026408
                    157,                0.79085,                0.50657,                0.97324,                0.89132,                0.56092,                0.99101,                0.45151,                0.45938,                0.36824,                0.20132,                 1.2047,                 2.7356,                  1.256,                 1.2039,                 2.9304,                  1.217,             0.00025859,             0.00025859,             0.00025859
                    158,                0.78412,                0.49959,                0.97016,                 0.8827,                0.55298,                0.98683,                0.45882,                0.46316,                 0.3662,                0.19959,                 1.2118,                 2.8038,                 1.2623,                 1.2095,                 3.0017,                 1.2171,             0.00025309,             0.00025309,             0.00025309
                    159,                0.78491,                0.50213,                0.97076,                 0.8826,                0.55986,                 0.9895,                0.45892,                0.46675,                0.36346,                0.19711,                 1.2209,                 2.8257,                 1.2711,                 1.2105,                   3.03,                 1.2212,             0.00024759,             0.00024759,             0.00024759
                    160,                 0.7892,                 0.5008,                0.96902,                 0.8923,                0.55803,                0.99017,                0.45361,                0.46282,                0.36165,                0.19574,                 1.2218,                 2.8132,                 1.2657,                 1.2094,                 3.0198,                 1.2158,             0.00024209,             0.00024209,             0.00024209
                    161,                0.78197,                0.49332,                0.96508,                 0.8799,                0.54153,                 0.9819,                0.45708,                0.46014,                 0.3618,                0.19665,                 1.2178,                 2.8154,                 1.2655,                  1.213,                 3.0133,                  1.221,             0.00023659,             0.00023659,             0.00023659
                    162,                0.78241,                0.49466,                0.96683,                0.88194,                0.54408,                  0.985,                0.44963,                0.47488,                0.36606,                0.19824,                 1.2126,                 2.8006,                 1.2584,                 1.2084,                  2.998,                 1.2162,             0.00023109,             0.00023109,             0.00023109
                    163,                0.79294,                0.50418,                0.97453,                0.89476,                0.56217,                0.99382,                0.45704,                0.46356,                 0.3663,                 0.2004,                 1.2065,                 2.7786,                 1.2499,                 1.2065,                 2.9749,                  1.215,             0.00022559,             0.00022559,             0.00022559
                    164,                0.78663,                0.49606,                0.96921,                0.88636,                0.54538,                0.98669,                0.45168,                0.47345,                0.36731,                0.19899,                 1.2089,                 2.7823,                 1.2546,                 1.2059,                 2.9718,                 1.2135,             0.00022009,             0.00022009,             0.00022009
                    165,                0.78692,                0.49829,                0.96783,                0.88693,                0.55128,                0.98555,                0.44725,                0.47203,                0.36353,                0.19886,                 1.2005,                 2.8202,                  1.256,                 1.1981,                 3.0203,                 1.2162,             0.00021459,             0.00021459,             0.00021459
                    166,                0.77934,                0.49066,                0.96934,                0.87617,                0.54177,                0.98641,                 0.4408,                0.47619,                0.36353,                0.19868,                 1.2014,                 2.8159,                 1.2581,                 1.1999,                 3.0118,                 1.2166,             0.00020909,             0.00020909,             0.00020909
                    167,                0.78398,                0.49539,                0.96885,                0.88303,                0.54672,                0.98523,                0.43101,                 0.4748,                0.35869,                0.19654,                 1.2072,                 2.8373,                 1.2653,                 1.2027,                 3.0453,                   1.22,             0.00020359,             0.00020359,             0.00020359
                    168,                 0.7794,                0.48932,                0.96615,                0.87865,                0.53977,                 0.9854,                0.44111,                 0.4667,                0.35633,                0.19597,                 1.2124,                 2.8076,                 1.2641,                  1.207,                 2.9962,                 1.2158,             0.00019809,             0.00019809,             0.00019809
                    169,                0.78143,                0.49219,                0.96626,                0.88224,                0.54579,                0.98583,                0.43482,                 0.4692,                0.35332,                0.19375,                 1.2144,                 2.8408,                 1.2736,                 1.2092,                 3.0331,                 1.2257,             0.00019259,             0.00019259,             0.00019259
                    170,                0.77741,                0.48751,                 0.9639,                0.87653,                 0.5385,                0.98288,                0.45237,                0.46132,                0.36174,                0.19709,                 1.2129,                  2.839,                 1.2689,                 1.2123,                 3.0193,                 1.2247,             0.00018709,             0.00018709,             0.00018709
                    171,                0.77769,                0.48358,                0.96246,                0.87801,                0.53036,                0.98135,                0.45615,                0.45951,                0.36016,                0.19749,                 1.2105,                 2.8169,                 1.2634,                 1.2104,                 3.0089,                  1.222,             0.00018159,             0.00018159,             0.00018159
                    172,                0.77149,                0.48411,                0.96283,                0.87348,                0.54035,                0.98509,                0.45307,                0.46422,                0.35983,                0.19653,                 1.2138,                 2.8525,                 1.2667,                 1.2113,                 3.0466,                 1.2232,             0.00017609,             0.00017609,             0.00017609
                    173,                0.77061,                0.47993,                0.96085,                0.86931,                0.52996,                0.97925,                0.45395,                0.45845,                0.36141,                0.19861,                 1.2114,                 2.8481,                 1.2682,                 1.2063,                 3.0505,                  1.222,             0.00017059,             0.00017059,             0.00017059
                    174,                0.76917,                0.48261,                0.96209,                0.86615,                0.52766,                0.97855,                0.44364,                0.46538,                0.36283,                0.19865,                 1.2087,                 2.8268,                 1.2598,                 1.2101,                  3.022,                 1.2221,             0.00016509,             0.00016509,             0.00016509
                    175,                 0.7748,                0.48198,                0.96229,                0.87134,                0.52813,                0.98043,                0.44481,                0.47449,                0.37037,                0.20079,                 1.2123,                 2.7924,                 1.2601,                 1.2127,                 2.9903,                 1.2231,              0.0001596,              0.0001596,              0.0001596
                    176,                0.77704,                0.48429,                0.96528,                0.87686,                0.53448,                0.98351,                0.45749,                0.46667,                0.37032,                0.20019,                 1.2129,                  2.812,                 1.2624,                 1.2107,                 3.0179,                  1.222,              0.0001541,              0.0001541,              0.0001541
                    177,                0.77655,                0.48856,                0.96714,                0.87596,                0.54565,                0.98651,                0.45736,                0.46756,                0.36803,                0.19944,                 1.2223,                  2.814,                  1.268,                 1.2148,                 3.0289,                 1.2245,              0.0001486,              0.0001486,              0.0001486
                    178,                0.77446,                0.48592,                0.96673,                0.87474,                0.54269,                0.98856,                0.44946,                0.47164,                0.36938,                0.20042,                 1.2228,                 2.8206,                 1.2697,                 1.2149,                 3.0269,                 1.2227,              0.0001431,              0.0001431,              0.0001431
                    179,                0.76702,                0.47603,                0.95882,                0.86542,                0.52538,                 0.9772,                0.45275,                0.47419,                0.36917,                0.20072,                 1.2252,                 2.8646,                 1.2771,                 1.2162,                  3.068,                  1.227,              0.0001376,              0.0001376,              0.0001376
                    180,                0.76984,                0.47943,                0.96367,                 0.8669,                0.52845,                 0.9818,                 0.4354,                0.48529,                 0.3677,                0.19999,                 1.2237,                 2.8656,                 1.2721,                 1.2169,                  3.064,                 1.2293,              0.0001321,              0.0001321,              0.0001321
                    181,                0.76695,                0.47972,                0.96246,                0.86306,                0.53043,                0.98001,                0.45077,                0.46932,                0.36966,                0.19969,                 1.2219,                 2.8603,                 1.2707,                 1.2148,                 3.0617,                 1.2289,              0.0001266,              0.0001266,              0.0001266
                    182,                0.77079,                0.48003,                 0.9639,                0.86922,                0.53039,                0.98233,                0.45969,                0.45973,                0.36589,                0.19768,                 1.2276,                  2.875,                 1.2776,                 1.2191,                 3.0841,                 1.2322,              0.0001211,              0.0001211,              0.0001211
                    183,                0.76638,                0.47589,                0.95906,                0.86205,                0.52322,                0.97729,                0.45968,                0.46347,                0.36645,                 0.1979,                  1.225,                 2.8834,                 1.2739,                 1.2183,                 3.0871,                 1.2298,              0.0001156,              0.0001156,              0.0001156
                    184,                0.76717,                0.47401,                0.96084,                0.86319,                0.51747,                0.97705,                0.44804,                0.47447,                0.36597,                0.19778,                 1.2239,                 2.8727,                 1.2718,                 1.2202,                 3.0747,                 1.2314,              0.0001101,              0.0001101,              0.0001101
                    185,                0.76916,                0.47707,                0.95985,                0.86691,                0.52441,                0.97741,                0.43611,                 0.4819,                0.36683,                0.19912,                 1.2272,                 2.8667,                 1.2751,                 1.2183,                 3.0829,                  1.227,              0.0001046,              0.0001046,              0.0001046
                    186,                0.76345,                0.47773,                0.95951,                0.86109,                0.52747,                0.97763,                0.44957,                0.47492,                0.36602,                0.19773,                 1.2263,                 2.8663,                 1.2721,                 1.2172,                 3.0865,                 1.2274,             9.9101e-05,             9.9101e-05,             9.9101e-05
                    187,                0.76896,                0.47435,                 0.9595,                0.86469,                0.51532,                0.97614,                 0.4566,                0.47095,                0.36687,                0.19827,                 1.2239,                 2.8553,                 1.2675,                 1.2197,                 3.0622,                 1.2267,             9.3602e-05,             9.3602e-05,             9.3602e-05
                    188,                0.76411,                0.47367,                0.96015,                0.86167,                0.51991,                0.97809,                0.45712,                0.46834,                0.36676,                 0.1986,                   1.22,                 2.8453,                 1.2644,                 1.2176,                 3.0469,                 1.2246,             8.8102e-05,             8.8102e-05,             8.8102e-05
                    189,                0.76065,                0.46932,                0.95962,                0.85609,                0.51752,                0.97802,                0.45625,                0.46495,                0.36753,                0.19905,                 1.2252,                  2.848,                   1.27,                 1.2212,                  3.045,                  1.226,             8.2603e-05,             8.2603e-05,             8.2603e-05
                    190,                0.76227,                0.46729,                0.95666,                0.85832,                0.51155,                0.97391,                0.45052,                0.47336,                0.36678,                0.19769,                 1.2297,                 2.8461,                 1.2767,                 1.2238,                  3.041,                 1.2288,             7.7103e-05,             7.7103e-05,             7.7103e-05
                    191,                0.74659,                0.46262,                0.94801,                0.83881,                0.49338,                0.97064,                0.44994,                 0.4722,                0.36106,                0.19522,                 1.2324,                 2.8662,                  1.286,                  1.225,                  3.096,                 1.2397,             7.1604e-05,             7.1604e-05,             7.1604e-05
                    192,                0.71804,                0.42257,                0.93348,                0.80622,                0.44281,                0.95618,                0.44175,                0.46756,                0.35616,                0.19256,                  1.238,                 2.9059,                 1.2961,                 1.2301,                 3.1771,                 1.2458,             6.6105e-05,             6.6105e-05,             6.6105e-05
                    193,                0.71182,                0.41317,                0.93417,                0.79638,                 0.4332,                0.95613,                0.44727,                0.46634,                0.35213,                0.18959,                 1.2446,                  2.929,                 1.3017,                 1.2348,                 3.2203,                 1.2485,             6.0605e-05,             6.0605e-05,             6.0605e-05
                    194,                0.71244,                 0.4129,                0.92983,                0.79852,                0.42614,                 0.9513,                0.43655,                 0.4696,                0.35195,                 0.1891,                 1.2459,                  2.936,                 1.3007,                 1.2385,                 3.2289,                 1.2499,             5.5106e-05,             5.5106e-05,             5.5106e-05
                    195,                0.70832,                0.40981,                0.93175,                0.79245,                0.42697,                0.95287,                0.45666,                 0.4488,                0.35357,                0.18967,                  1.244,                 2.9389,                  1.298,                 1.2383,                  3.233,                  1.248,             4.9606e-05,             4.9606e-05,             4.9606e-05
                    196,                0.70558,                0.40982,                0.92828,                0.79122,                0.42727,                0.94983,                0.47659,                0.43914,                0.35568,                0.19083,                 1.2457,                 2.9391,                 1.2981,                 1.2351,                 3.2398,                 1.2458,             4.4107e-05,             4.4107e-05,             4.4107e-05
                    197,                0.70447,                0.40952,                0.93112,                0.79009,                0.42723,                0.95245,                0.43726,                0.47007,                 0.3565,                0.19185,                  1.244,                 2.9393,                 1.2965,                 1.2327,                 3.2412,                 1.2466,             3.8607e-05,             3.8607e-05,             3.8607e-05
                    198,                0.69969,                0.40474,                0.92719,                 0.7839,                0.42232,                0.94861,                0.44254,                0.46414,                0.35524,                0.19053,                 1.2408,                 2.9372,                 1.2941,                 1.2319,                 3.2399,                 1.2468,             3.3108e-05,             3.3108e-05,             3.3108e-05
                    199,                 0.7008,                0.40506,                0.92829,                0.78315,                 0.4232,                0.94982,                0.44992,                0.46231,                0.35631,                0.19043,                 1.2393,                 2.9316,                 1.2927,                 1.2323,                 3.2339,                  1.245,             2.7608e-05,             2.7608e-05,             2.7608e-05
                    200,                0.70509,                0.40628,                0.93026,                0.79016,                0.42483,                0.95204,                0.44353,                0.46462,                  0.356,                 0.1904,                 1.2399,                 2.9238,                 1.2928,                  1.233,                  3.227,                 1.2465,             2.2109e-05,             2.2109e-05,             2.2109e-05
