                  epoch,           train/box_om,           train/cls_om,           train/dfl_om,           train/box_oo,           train/cls_oo,           train/dfl_oo,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),             val/box_om,             val/cls_om,             val/dfl_om,             val/box_oo,             val/cls_oo,             val/dfl_oo,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     23,                 1.0025,                0.87423,                 1.0944,                 1.1029,                 1.0428,                 1.0979,                0.41353,                0.44822,                0.34449,                0.18766,                 1.1272,                 2.2757,                 1.1823,                 1.1474,                 2.4157,                 1.1592,             0.00099551,             0.00099551,             0.00099551
                     24,                 1.0068,                0.86905,                 1.0939,                 1.1113,                 1.0368,                 1.1006,                0.39818,                0.42796,                0.31397,                0.16482,                  1.112,                 2.4345,                 1.1591,                 1.1386,                  2.471,                 1.1412,             0.00099001,             0.00099001,             0.00099001
                     25,                0.98848,                0.86589,                 1.0887,                 1.0887,                  1.034,                  1.097,                0.38904,                0.44145,                0.31279,                0.16271,                 1.1433,                 2.5091,                 1.1784,                 1.1559,                 2.6408,                 1.1572,             0.00098451,             0.00098451,             0.00098451
                     26,                0.98197,                0.84516,                 1.0822,                 1.0871,                  1.008,                 1.0895,                0.38844,                0.42557,                0.31612,                0.16878,                 1.1197,                 2.3317,                 1.1683,                  1.148,                 2.3757,                 1.1528,             0.00097901,             0.00097901,             0.00097901
                     27,                 1.0055,                0.85871,                 1.0949,                 1.1121,                 1.0252,                 1.1019,                0.42632,                0.47574,                0.35016,                0.18429,                 1.1432,                  2.338,                   1.18,                 1.1649,                 2.4264,                 1.1584,             0.00097351,             0.00097351,             0.00097351
                     28,                  0.987,                0.85252,                  1.089,                 1.0884,                 1.0117,                 1.0981,                0.38139,                 0.4631,                 0.3187,                0.16672,                 1.1421,                 2.5087,                 1.1682,                 1.1504,                 2.5883,                  1.146,             0.00096801,             0.00096801,             0.00096801
                     29,                0.98981,                0.84791,                 1.0856,                 1.0911,                 1.0094,                 1.0946,                0.42999,                0.43556,                0.33269,                0.17442,                 1.1273,                 2.3074,                 1.1814,                 1.1468,                 2.4377,                 1.1541,             0.00096251,             0.00096251,             0.00096251
                     30,                0.99052,                0.83344,                 1.0871,                  1.095,                0.99387,                 1.0972,                0.41315,                 0.4498,                0.34879,                0.18336,                 1.1238,                 2.4232,                 1.1753,                 1.1418,                 2.4913,                 1.1544,             0.00095702,             0.00095702,             0.00095702
                     31,                0.98142,                0.81832,                 1.0802,                  1.083,                0.97311,                 1.0907,                0.41383,                0.43505,                 0.3335,                0.18055,                 1.1245,                 2.3903,                 1.1677,                 1.1365,                 2.4458,                 1.1509,             0.00095152,             0.00095152,             0.00095152
                     32,                0.98013,                0.81059,                 1.0765,                 1.0839,                0.96228,                 1.0891,                0.41324,                0.43148,                0.33141,                0.17739,                 1.1274,                 2.2645,                 1.1683,                 1.1452,                 2.3548,                 1.1508,             0.00094602,             0.00094602,             0.00094602
                     33,                0.98643,                0.81811,                 1.0783,                  1.088,                0.96067,                 1.0891,                0.42531,                0.43767,                  0.346,                0.19173,                 1.0982,                 2.3038,                 1.1624,                 1.1151,                 2.3827,                 1.1435,             0.00094052,             0.00094052,             0.00094052
                     34,                0.97461,                0.80387,                 1.0761,                 1.0754,                0.95077,                 1.0862,                 0.4206,                0.42689,                0.32335,                0.16906,                  1.153,                 2.4533,                 1.1862,                 1.1647,                 2.5283,                 1.1596,             0.00093502,             0.00093502,             0.00093502
                     35,                 0.9754,                0.80635,                 1.0823,                  1.079,                0.95429,                 1.0907,                0.41349,                0.45535,                0.33335,                0.17993,                 1.1395,                 2.6008,                 1.1963,                 1.1455,                 2.6731,                  1.167,             0.00092952,             0.00092952,             0.00092952
                     36,                0.96138,                0.78817,                 1.0694,                 1.0677,                0.93758,                 1.0807,                0.46984,                0.43537,                0.35793,                0.19488,                 1.1127,                 2.2802,                  1.166,                 1.1335,                 2.3198,                 1.1455,             0.00092402,             0.00092402,             0.00092402
                     37,                0.96395,                0.79372,                 1.0723,                 1.0715,                0.93865,                 1.0836,                0.43035,                0.43146,                0.32982,                0.17993,                 1.1426,                 2.4898,                 1.1994,                 1.1451,                 2.5711,                 1.1567,             0.00091852,             0.00091852,             0.00091852
                     38,                 0.9559,                 0.7807,                 1.0639,                 1.0589,                 0.9147,                 1.0755,                0.41589,                0.43586,                0.32675,                0.16973,                 1.1354,                 2.4188,                 1.2057,                 1.1439,                 2.4929,                 1.1648,             0.00091302,             0.00091302,             0.00091302
                     39,                0.96258,                0.77636,                 1.0645,                 1.0672,                0.91813,                 1.0768,                0.40531,                0.47455,                0.34718,                0.18507,                 1.1432,                 2.5324,                 1.1937,                 1.1534,                  2.551,                 1.1586,             0.00090752,             0.00090752,             0.00090752
                     40,                0.95879,                0.77261,                 1.0638,                 1.0669,                0.90267,                 1.0766,                0.43948,                0.48866,                0.36482,                0.19545,                 1.1069,                 2.3198,                 1.1757,                 1.1219,                 2.4241,                 1.1457,             0.00090202,             0.00090202,             0.00090202
                     41,                0.95855,                0.77042,                 1.0639,                 1.0659,                0.90311,                 1.0735,                0.43395,                0.45968,                0.35989,                0.19295,                 1.1366,                  2.268,                 1.1695,                 1.1516,                 2.3406,                  1.145,             0.00089652,             0.00089652,             0.00089652
                     42,                0.94353,                0.75977,                 1.0573,                  1.052,                0.89978,                 1.0711,                0.41221,                0.48468,                0.34516,                0.17865,                  1.223,                 2.4984,                 1.2134,                 1.2307,                 2.5308,                 1.1879,             0.00089102,             0.00089102,             0.00089102
                     43,                0.94281,                0.75046,                 1.0562,                 1.0478,                0.87253,                  1.068,                0.45556,                0.44354,                0.34409,                0.17393,                  1.212,                 2.5283,                 1.2404,                 1.2148,                 2.6892,                 1.1919,             0.00088552,             0.00088552,             0.00088552
                     44,                0.95666,                0.77492,                 1.0641,                 1.0675,                 0.9075,                 1.0759,                  0.421,                0.43479,                0.33629,                0.16719,                 1.1885,                 2.2873,                 1.2115,                 1.2084,                 2.4081,                 1.1887,             0.00088002,             0.00088002,             0.00088002
                     45,                0.94698,                0.75536,                 1.0574,                 1.0557,                0.88765,                   1.07,                0.42271,                0.44766,                0.34668,                0.18651,                 1.1358,                 2.2813,                 1.1765,                 1.1609,                 2.4032,                 1.1549,             0.00087452,             0.00087452,             0.00087452
                     46,                0.95343,                0.75481,                 1.0639,                 1.0639,                0.88114,                 1.0777,                0.43717,                 0.4496,                0.35246,                0.18476,                 1.1719,                 2.3768,                 1.2004,                 1.1899,                 2.4498,                 1.1705,             0.00086902,             0.00086902,             0.00086902
                     47,                0.94364,                0.74507,                 1.0589,                 1.0532,                0.86915,                 1.0714,                0.43259,                 0.4424,                0.33351,                0.17759,                 1.1692,                 2.3765,                 1.1973,                 1.1817,                 2.4817,                 1.1712,             0.00086352,             0.00086352,             0.00086352
                     48,                 0.9392,                0.73778,                 1.0545,                 1.0505,                 0.8675,                 1.0706,                0.40869,                 0.4485,                0.34238,                0.18396,                 1.1337,                 2.4086,                 1.1815,                  1.141,                 2.4825,                 1.1549,             0.00085803,             0.00085803,             0.00085803
                     49,                0.93437,                0.72709,                  1.049,                 1.0458,                0.84747,                 1.0633,                0.43634,                0.47639,                0.36345,                 0.1977,                 1.1192,                  2.333,                 1.1659,                 1.1344,                 2.4469,                 1.1458,             0.00085253,             0.00085253,             0.00085253
                     50,                0.93291,                0.73019,                 1.0522,                 1.0389,                0.84515,                 1.0638,                0.44984,                0.43324,                0.35951,                0.19805,                 1.1146,                 2.3997,                 1.1691,                 1.1321,                 2.4969,                 1.1514,             0.00084703,             0.00084703,             0.00084703
                     51,                0.93016,                 0.7254,                 1.0539,                 1.0422,                 0.8457,                   1.07,                0.41111,                0.48308,                0.34806,                0.18957,                 1.1479,                 2.6157,                 1.2196,                 1.1495,                 2.6617,                 1.1782,             0.00084153,             0.00084153,             0.00084153
                     52,                0.93412,                0.73241,                 1.0527,                   1.04,                  0.854,                 1.0663,                0.42321,                0.45329,                0.35009,                  0.191,                  1.135,                 2.4105,                 1.1743,                 1.1531,                 2.4586,                 1.1499,             0.00083603,             0.00083603,             0.00083603
                     53,                0.93231,                0.72713,                 1.0528,                 1.0405,                0.84941,                 1.0648,                0.41426,                 0.4802,                0.36034,                0.19857,                 1.1024,                 2.3038,                 1.1646,                 1.1278,                 2.3814,                 1.1448,             0.00083053,             0.00083053,             0.00083053
                     54,                0.93348,                0.71616,                 1.0495,                 1.0467,                0.83635,                  1.068,                0.44221,                0.43856,                0.35459,                0.19508,                   1.12,                 2.4396,                 1.1793,                 1.1426,                 2.4949,                 1.1574,             0.00082503,             0.00082503,             0.00082503
                     55,                0.92997,                0.71457,                 1.0451,                 1.0431,                0.83755,                 1.0618,                0.42034,                0.44767,                0.34699,                0.18827,                 1.1348,                 2.2756,                 1.1708,                 1.1578,                 2.3514,                 1.1558,             0.00081953,             0.00081953,             0.00081953
                     56,                0.92194,                0.70594,                 1.0432,                 1.0329,                0.81923,                  1.059,                0.45181,                0.44101,                0.34998,                0.18656,                 1.1755,                 2.4181,                 1.2084,                 1.1817,                 2.5057,                 1.1763,             0.00081403,             0.00081403,             0.00081403
                     57,                0.92589,                0.71359,                 1.0462,                 1.0346,                 0.8276,                 1.0642,                0.44462,                0.44854,                0.35242,                0.19187,                 1.1272,                 2.4492,                 1.1623,                 1.1406,                 2.5478,                 1.1389,             0.00080853,             0.00080853,             0.00080853
                     58,                0.91695,                0.70092,                 1.0375,                 1.0295,                0.81117,                 1.0563,                0.44134,                 0.4104,                0.33328,                0.18185,                 1.1456,                 2.3746,                 1.1886,                 1.1668,                 2.4738,                 1.1685,             0.00080303,             0.00080303,             0.00080303
                     59,                0.91729,                0.69489,                 1.0411,                 1.0274,                0.80496,                 1.0575,                0.43666,                0.45395,                0.35483,                0.18935,                 1.1176,                 2.4512,                 1.1801,                 1.1448,                 2.5209,                 1.1619,             0.00079753,             0.00079753,             0.00079753
                     60,                0.92495,                0.69547,                 1.0417,                 1.0335,                0.81025,                 1.0573,                0.45917,                0.45878,                0.35385,                0.19195,                 1.1238,                 2.4773,                  1.175,                 1.1387,                 2.5594,                 1.1485,             0.00079203,             0.00079203,             0.00079203
                     61,                  0.909,                0.68782,                 1.0363,                 1.0145,                0.79075,                 1.0525,                0.43932,                0.45189,                0.35996,                0.19933,                 1.1296,                 2.4568,                 1.1785,                 1.1428,                 2.5038,                 1.1551,             0.00078653,             0.00078653,             0.00078653
                     62,                0.91563,                0.68522,                 1.0381,                 1.0202,                 0.7975,                 1.0526,                 0.4375,                0.46711,                0.36584,                0.19713,                 1.1356,                 2.3983,                 1.1884,                 1.1503,                 2.5012,                 1.1666,             0.00078103,             0.00078103,             0.00078103
                     63,                0.91431,                0.68856,                 1.0395,                  1.025,                0.79432,                 1.0558,                0.40892,                0.47126,                 0.3389,                0.17927,                 1.1557,                 2.5498,                 1.2174,                 1.1672,                 2.6581,                 1.1763,             0.00077553,             0.00077553,             0.00077553
                     64,                0.91744,                0.68836,                 1.0422,                 1.0245,                0.79833,                 1.0608,                0.42431,                0.46614,                0.34578,                0.17805,                 1.1818,                 2.6824,                 1.2329,                 1.1782,                 2.7529,                 1.1881,             0.00077003,             0.00077003,             0.00077003
                     65,                0.90108,                0.67023,                 1.0338,                  1.008,                0.77084,                 1.0498,                0.44997,                0.45232,                0.36161,                0.19987,                 1.1299,                 2.3717,                 1.1877,                 1.1406,                 2.4781,                 1.1609,             0.00076453,             0.00076453,             0.00076453
                     66,                0.90196,                0.66741,                 1.0318,                 1.0061,                0.77074,                 1.0439,                0.40985,                0.49259,                0.35558,                0.19208,                 1.1459,                 2.6046,                 1.2173,                 1.1531,                 2.6686,                 1.1797,             0.00075904,             0.00075904,             0.00075904
                     67,                0.90178,                0.67336,                 1.0321,                 1.0128,                0.78064,                 1.0499,                0.46571,                0.45699,                0.37532,                0.20077,                 1.1565,                 2.5243,                 1.1892,                 1.1653,                 2.6122,                 1.1605,             0.00075354,             0.00075354,             0.00075354
                     68,                0.90186,                0.67104,                 1.0335,                 1.0108,                0.77326,                 1.0489,                0.46477,                0.45359,                0.37399,                0.20144,                 1.1418,                 2.4104,                 1.1879,                 1.1582,                 2.4886,                 1.1626,             0.00074804,             0.00074804,             0.00074804
                     69,                0.89929,                0.66042,                 1.0285,                 1.0056,                0.76176,                 1.0414,                0.45317,                0.43896,                0.36502,                0.20044,                 1.1453,                  2.485,                 1.1854,                 1.1616,                 2.5582,                 1.1596,             0.00074254,             0.00074254,             0.00074254
                     70,                0.91041,                0.67142,                 1.0357,                 1.0179,                0.78026,                 1.0518,                0.43465,                0.44583,                0.36412,                0.20209,                 1.1601,                 2.4845,                 1.1954,                 1.1725,                  2.557,                 1.1671,             0.00073704,             0.00073704,             0.00073704
                     71,                0.89647,                0.65575,                 1.0302,                0.99972,                0.74971,                 1.0447,                0.45822,                0.47259,                0.37092,                0.19973,                 1.1424,                 2.4966,                 1.1978,                 1.1496,                 2.6182,                  1.168,             0.00073154,             0.00073154,             0.00073154
                     72,                0.88985,                0.65051,                 1.0231,                0.99927,                0.74986,                 1.0405,                0.44157,                0.46387,                0.37119,                0.20299,                 1.1693,                 2.6657,                 1.2204,                 1.1631,                 2.7327,                 1.1813,             0.00072604,             0.00072604,             0.00072604
                     73,                0.89815,                 0.6589,                 1.0292,                 1.0074,                0.75764,                 1.0464,                0.41518,                0.46965,                0.35112,                0.19036,                 1.1625,                 2.4997,                 1.1984,                 1.1671,                 2.5888,                 1.1708,             0.00072054,             0.00072054,             0.00072054
                     74,                0.89287,                0.64995,                  1.023,                 1.0011,                0.74614,                 1.0397,                0.44165,                0.45834,                0.36647,                0.20005,                 1.1435,                 2.4616,                 1.1975,                 1.1535,                 2.5535,                 1.1698,             0.00071504,             0.00071504,             0.00071504
                     75,                0.89009,                0.64713,                  1.023,                0.99907,                0.74684,                 1.0397,                0.44419,                0.49186,                0.37589,                0.20233,                 1.1438,                 2.4512,                 1.1889,                 1.1594,                 2.5046,                 1.1654,             0.00070954,             0.00070954,             0.00070954
                     76,                0.89163,                0.64637,                 1.0269,                  1.002,                 0.7476,                 1.0471,                0.42646,                0.46719,                0.36174,                0.19833,                 1.1168,                 2.5204,                 1.1827,                 1.1321,                 2.6552,                 1.1615,             0.00070404,             0.00070404,             0.00070404
                     77,                0.88999,                0.64804,                 1.0244,                0.99938,                0.74607,                 1.0415,                0.43005,                0.44008,                0.35506,                0.19779,                 1.1309,                 2.5051,                 1.1907,                 1.1381,                 2.5795,                 1.1608,             0.00069854,             0.00069854,             0.00069854
                     78,                0.88009,                 0.6396,                  1.018,                0.98906,                0.73415,                 1.0344,                0.44218,                0.45516,                0.36282,                0.20034,                 1.1464,                 2.4745,                  1.194,                 1.1607,                 2.5258,                 1.1653,             0.00069304,             0.00069304,             0.00069304
                     79,                0.89016,                0.63984,                 1.0223,                0.99869,                0.72945,                 1.0408,                0.47061,                0.44881,                0.36781,                0.18824,                 1.2207,                 2.4381,                 1.2053,                 1.2315,                 2.5629,                 1.1808,             0.00068754,             0.00068754,             0.00068754
                     80,                0.88272,                0.63367,                 1.0162,                0.99378,                0.72817,                 1.0342,                0.48112,                0.45253,                0.38164,                 0.2032,                 1.1638,                 2.4708,                 1.1917,                 1.1689,                 2.5434,                 1.1627,             0.00068204,             0.00068204,             0.00068204
                     81,                  0.875,                0.62741,                 1.0121,                0.98213,                0.71919,                 1.0295,                0.46127,                0.46353,                0.36082,                0.19567,                 1.1562,                 2.7039,                 1.2201,                 1.1549,                 2.7991,                 1.1807,             0.00067654,             0.00067654,             0.00067654
                     82,                0.88142,                0.63312,                 1.0162,                0.99059,                0.72107,                 1.0355,                0.43179,                0.46367,                0.36992,                0.20066,                 1.1451,                 2.5632,                 1.2098,                 1.1561,                 2.6578,                 1.1782,             0.00067104,             0.00067104,             0.00067104
                     83,                 0.8806,                0.62473,                 1.0172,                0.98988,                0.70788,                 1.0336,                0.45254,                0.46229,                0.36514,                0.19873,                 1.1426,                 2.5434,                 1.1903,                 1.1685,                 2.6675,                 1.1689,             0.00066554,             0.00066554,             0.00066554
                     84,                0.88046,                0.62832,                 1.0159,                0.98965,                0.71429,                 1.0344,                0.44098,                0.44668,                0.35102,                0.19348,                 1.1508,                 2.6316,                 1.2107,                 1.1539,                 2.6891,                 1.1756,             0.00066005,             0.00066005,             0.00066005
                     85,                0.87115,                0.61782,                 1.0133,                0.98038,                0.70117,                 1.0317,                0.43589,                0.43878,                0.34568,                0.18949,                 1.1426,                 2.5647,                 1.1881,                 1.1565,                 2.6493,                 1.1635,             0.00065455,             0.00065455,             0.00065455
                     86,                0.88236,                 0.6292,                 1.0152,                 0.9906,                0.71407,                 1.0328,                0.45649,                0.45543,                0.36123,                0.19266,                 1.1796,                 2.5892,                 1.2139,                 1.1877,                 2.7229,                 1.1804,             0.00064905,             0.00064905,             0.00064905
                     87,                0.87614,                0.61938,                 1.0151,                0.98672,                0.70816,                  1.035,                0.43629,                0.46276,                0.35893,                0.19298,                 1.1691,                 2.6689,                 1.2177,                 1.1659,                 2.8362,                  1.177,             0.00064355,             0.00064355,             0.00064355
                     88,                0.87669,                 0.6174,                 1.0159,                0.98426,                0.70495,                 1.0346,                 0.4611,                0.43437,                0.36668,                0.20391,                 1.1451,                 2.5601,                 1.1972,                 1.1572,                  2.657,                 1.1711,             0.00063805,             0.00063805,             0.00063805
                     89,                0.86734,                0.61033,                 1.0103,                0.97794,                0.69608,                 1.0283,                0.46141,                0.45852,                0.36131,                0.19532,                 1.1617,                 2.6478,                 1.2037,                 1.1627,                 2.7452,                 1.1654,             0.00063255,             0.00063255,             0.00063255
                     90,                0.87466,                0.61398,                 1.0115,                0.98774,                0.70117,                 1.0318,                0.46258,                0.44479,                0.35963,                0.19146,                  1.187,                  2.632,                 1.2334,                 1.1893,                 2.7594,                 1.1948,             0.00062705,             0.00062705,             0.00062705
                     91,                0.86275,                0.60691,                 1.0075,                0.97309,                0.68988,                 1.0259,                0.45859,                 0.4678,                0.37674,                0.20635,                 1.1441,                  2.441,                 1.1984,                 1.1648,                 2.5423,                 1.1746,             0.00062155,             0.00062155,             0.00062155
                     92,                0.86035,                0.60227,                 1.0035,                0.97023,                0.68638,                 1.0194,                0.44974,                0.45449,                 0.3737,                0.20423,                 1.1593,                 2.4905,                 1.2001,                 1.1624,                 2.5833,                 1.1662,             0.00061605,             0.00061605,             0.00061605
                     93,                0.87211,                0.61395,                 1.0131,                 0.9803,                0.70477,                 1.0311,                0.48479,                0.44829,                 0.3784,                0.20239,                 1.1884,                 2.6002,                 1.2151,                 1.1977,                 2.7367,                 1.1866,             0.00061055,             0.00061055,             0.00061055
                     94,                0.86464,                0.60645,                 1.0057,                0.97709,                0.69153,                 1.0236,                0.45293,                0.46115,                0.37401,                0.20185,                  1.145,                 2.6021,                 1.2003,                 1.1561,                 2.7042,                 1.1735,             0.00060505,             0.00060505,             0.00060505
                     95,                0.86548,                0.60245,                 1.0045,                0.97332,                0.68115,                 1.0222,                0.44541,                0.47184,                0.37112,                0.20166,                 1.1606,                 2.6235,                 1.2082,                 1.1677,                 2.7407,                 1.1785,             0.00059955,             0.00059955,             0.00059955
                     96,                0.86037,                0.59555,                 1.0051,                0.96855,                 0.6803,                 1.0232,                0.43241,                0.46644,                0.35113,                0.19058,                 1.1668,                 2.7137,                 1.2362,                 1.1671,                 2.8024,                 1.1913,             0.00059405,             0.00059405,             0.00059405
                     97,                0.85579,                0.59355,                 1.0069,                0.96258,                  0.667,                 1.0227,                0.45047,                0.45806,                0.36046,                0.19778,                 1.1745,                 2.6455,                 1.2327,                 1.1803,                 2.7788,                 1.1957,             0.00058855,             0.00058855,             0.00058855
                     98,                 0.8568,                0.59198,                  1.005,                 0.9656,                0.67127,                 1.0231,                0.45829,                0.45698,                0.36848,                0.19822,                 1.1703,                 2.6213,                 1.2251,                 1.1719,                 2.7604,                 1.1903,             0.00058305,             0.00058305,             0.00058305
                     99,                0.85382,                0.58707,                 1.0038,                0.96331,                0.66106,                 1.0199,                0.46998,                 0.4383,                0.36161,                0.19734,                 1.1537,                 2.5153,                 1.2096,                   1.16,                 2.6314,                 1.1798,             0.00057755,             0.00057755,             0.00057755
                    100,                0.85472,                 0.5823,                 1.0016,                0.96247,                0.65324,                 1.0195,                0.45626,                0.46052,                0.37116,                0.19922,                 1.1613,                 2.5937,                 1.2111,                 1.1702,                 2.7209,                 1.1821,             0.00057205,             0.00057205,             0.00057205
                    101,                0.84957,                0.58301,                0.99979,                0.95507,                0.65366,                 1.0175,                0.46086,                0.45507,                0.36136,                0.19473,                 1.1674,                 2.6276,                 1.2212,                  1.172,                 2.7579,                 1.1864,             0.00056655,             0.00056655,             0.00056655
                    102,                0.85484,                0.58837,                 1.0004,                0.96761,                0.66807,                 1.0194,                0.46497,                0.45816,                0.35831,                0.19408,                 1.1663,                 2.5976,                 1.2171,                 1.1704,                  2.714,                 1.1811,             0.00056105,             0.00056105,             0.00056105
                    103,                0.85619,                0.58711,                 1.0052,                0.96338,                0.66697,                 1.0242,                0.45595,                0.46033,                0.36484,                 0.1982,                 1.1655,                 2.6624,                 1.2244,                 1.1661,                 2.7591,                 1.1884,             0.00055556,             0.00055556,             0.00055556
                    104,                0.85601,                0.58381,                 1.0019,                0.96195,                0.66057,                 1.0196,                0.43886,                0.44504,                0.35471,                0.19465,                 1.1522,                 2.6154,                  1.206,                 1.1612,                 2.7418,                 1.1771,             0.00055006,             0.00055006,             0.00055006
                    105,                0.85034,                0.57847,                 1.0028,                0.95589,                0.65496,                 1.0223,                0.44853,                 0.4528,                0.35667,                0.19309,                 1.1744,                 2.6668,                 1.2323,                 1.1699,                 2.8442,                 1.1906,             0.00054456,             0.00054456,             0.00054456
